mode,mAP50_95,mAP50,mAP75,AP_small,AR_small,AP_medium,AP_large
d15a_proxy_b1p50_standard,0.33571212494030783,0.5497208181142041,0.3413420943493871,0.260535698284848,0.42004243543871417,0.4285054000847972,0.4987508572420669
d16a_cvrc_grouped_oof,0.32984222475647845,0.5410919498546187,0.3377202417934665,0.25499537718380405,0.4239197380848442,0.42191964698487655,0.4929530676404993
