model,official_AP50_95_percent,official_AP50_percent,official_AP75_percent,official_AR500_percent,current_ultralytics_mAP50_95_percent,current_coco_area_AP_all_percent,raw_predictions,removed_by_class0,removed_fraction,small_fp_ignore_fraction_conf010,small_fp_others_fraction_conf010
e0,29.89280011807897,50.29851499667018,29.91770676485336,41.18190096655153,31.97472962461777,28.982524825025006,213830,20086,0.09393443389608568,0.1764477452550847,0.0010193679918450561
e1,32.33978229076611,54.68284662245185,32.24719262011906,45.9371749481352,33.822321642153675,31.12897138616605,244200,25791,0.10561425061425062,0.17459894066989293,0.0009526349883778531
e10a,32.59348955334294,54.890107715740854,32.67143892701981,45.950093372953646,34.11289446225219,31.499942108659134,243002,25623,0.10544357659607739,0.1764797507788162,0.0010124610591900312
e16a,32.59467758436964,54.890887616578226,32.75437131240391,45.932877815666515,34.43069533029677,31.37579007022081,242312,25549,0.10543844299910858,0.17276966592768137,0.00110847794511123
e21a,32.882966658855516,55.4839999980532,33.06365710435689,46.0728891729058,34.35641058011962,31.656709679317775,242315,25577,0.1055526896807874,0.17571775786115754,0.0008734619474403768
e26a,32.49609003955063,54.980679010072336,32.632477234217866,45.950976853938926,33.866909153614806,31.34783190353494,242891,24952,0.10272920775162521,0.17009054249410333,0.0009510766187324051
