experiment,seed,purpose,Precision,Recall,mAP50,mAP75,mAP50_95,AP_all,AR_all,AP_small,AR_small,AP_medium,AR_medium,AP_large,AR_large,max_det,prediction_count,parameters,imgsz,state,GFLOPs,functional_gaussian_GFLOPs,GFLOPs_corrected,GFLOPs_note,training_seconds,training_peak_allocated_GiB,validation_inference_ms_per_image
e9b_yolo11s_p2_pgalp_img1024_seed1,1,e9b_yolo11s_p2_pgalp_img1024_seed1,0.6163200305826037,0.5180822296033103,0.5416339265663876,0.3543969836901718,0.33905532809696903,0.31274600585509366,0.45088634897997965,0.22849729254392792,0.366876356265314,0.42209176304104845,0.5684985998082357,0.5191761884786478,0.6453567979958764,500,240732,9674423,1024,"post-validation, fused",88.247631872,1.392508928,89.6401408,GFLOPs is the legacy THOP value; GFLOPs_corrected adds the three functional depthwise Gaussian filters at P2 resolution.,52644.30360788107,22.136127471923828,7.398518332599724
