experiment,seed,purpose,Precision,Recall,mAP50,mAP75,mAP50_95,AP_all,AR_all,AP_small,AR_small,AP_medium,AR_medium,AP_large,AR_large,max_det,prediction_count,parameters,imgsz,state,GFLOPs,training_seconds,training_peak_allocated_GiB,validation_inference_ms_per_image
e12a_probe_yolo11s_p2_ldsa_img1024_seed1,1,e12a_probe_yolo11s_p2_ldsa_img1024_seed1,0.614800273083979,0.517288570615255,0.5459025550355839,0.3549632838896178,0.34109848736753706,0.3144623039507218,0.4493651621981318,0.22840935512390828,0.36293207974206804,0.4241199132945819,0.5675826388872073,0.5643760286051663,0.7013756284909993,500,240021,9783902,1024,"post-validation, fused",90.997915648,5488.497371960431,16.675602912902832,6.777370063057781
