model,mode,class,AP50_95,AP50,AP75,AP_small,AP_medium,AP_large,Precision_conf025_iou05,Recall_conf025_iou05
e1,proxy_b1p50_oracle_validity,awning-tricycle,0.17225248574458193,0.2699440605774155,0.18562124404631258,0.1528059368726186,0.20268457978571283,0.18712871287128707,0.4680232558139535,0.3026315789473684
e1,proxy_b1p50_oracle_validity,bus,0.5360577099397884,0.7391146354350564,0.605212159479722,0.38348515927173743,0.5970551909543467,0.8195943723518377,0.8277511961722488,0.6892430278884463
e1,proxy_b1p50_oracle_validity,motor,0.3524800827328125,0.7101779696669219,0.29588047566719883,0.3296762085844258,0.45493243087655866,0.24215464403583215,0.6726132130954715,0.702210397052804
e1,oracle_utility_b1p50_oracle_validity,pedestrian,0.3631633663591246,0.7164557425040696,0.32075093208790273,0.3372333320622125,0.5162299340661469,0.721071341349768,0.7507350121436789,0.6640660334690185
e1,oracle_utility_b1p50_oracle_validity,people,0.24682269078793564,0.5686961406620905,0.1712128302819776,0.2412724084391551,0.3212254500010871,0.35940594059405945,0.6782567277923315,0.5557073170731708
e1,oracle_utility_b1p50_oracle_validity,bicycle,0.18667913258984473,0.3761943014846226,0.1555198661851372,0.15439090855163978,0.3302419123131664,0.3227722772277228,0.46099290780141844,0.40404040404040403
e1,oracle_utility_b1p50_oracle_validity,car,0.6479181580603032,0.8962202182189183,0.7338797622947818,0.5131963486885125,0.7502364691676916,0.8557452018884846,0.8133679428942245,0.8912116040955631
e1,oracle_utility_b1p50_oracle_validity,van,0.38970135171984166,0.5300760863993625,0.4518261985166623,0.25881709255210406,0.5137325423741934,0.4871308260548857,0.6296092460099064,0.579240506329114
e1,oracle_utility_b1p50_oracle_validity,truck,0.3632622192984779,0.5366941539993165,0.3944247713600674,0.22280140861797657,0.39700045497079733,0.6624844639438059,0.6643952299829642,0.52
e1,oracle_utility_b1p50_oracle_validity,tricycle,0.2585566209688067,0.43898238034182246,0.2666318638247189,0.2210592626935811,0.32313277597214685,0.3994953258483743,0.566815144766147,0.48708133971291867
e1,oracle_utility_b1p50_oracle_validity,awning-tricycle,0.15103886596940524,0.234242899158752,0.16567022525983516,0.12608943814678442,0.18462179052668767,0.2333333333333333,0.4386503067484663,0.26879699248120303
e1,oracle_utility_b1p50_oracle_validity,bus,0.5298888836908922,0.7311392023067398,0.6055903253266133,0.357077294990831,0.6051396345258325,0.8160763959685093,0.8325123152709359,0.6733067729083665
e1,oracle_utility_b1p50_oracle_validity,motor,0.34143562799458227,0.6830366620422788,0.2940015941318682,0.3145221829217295,0.45105167846256394,0.24215464403583215,0.6674703636728954,0.6799017601309865
