experiment,seed,purpose,Precision,Recall,mAP50,mAP75,mAP50_95,AP_all,AR_all,AP_small,AR_small,AP_medium,AR_medium,AP_large,AR_large,max_det,prediction_count,parameters,imgsz,state,GFLOPs,training_seconds,training_peak_allocated_GiB,validation_inference_ms_per_image
c13_control_e10a_clsft30_seed1,1,c13_control_e10a_clsft30_seed1,0.615057969559901,0.5145664548793011,0.5448339274647518,0.35506241215088374,0.3406676179569783,0.3135343675659922,0.44887739948670385,0.22894847555663378,0.3643891664203521,0.42075460752627425,0.5627808421862115,0.5642625567985857,0.7000456067239625,500,239958,9779258,1024,"post-validation, fused",90.775617536,5081.082813303918,14.34112548828125,6.568021147790617
