model,mode,class,AP50_95,AP50,AP75,AP_small,AP_medium,AP_large,Precision_conf025_iou05,Recall_conf025_iou05
e1,proxy_top1,van,0.37439430396532863,0.5088745144072632,0.43477249092777637,0.2403496481273069,0.5010370897039477,0.4546440163788529,0.5562530178657653,0.5832911392405064
e1,proxy_top1,truck,0.33655180449258243,0.4935374665300147,0.3658462981617629,0.18164056060626613,0.3675332950181615,0.6576883955421158,0.5314591700133868,0.5293333333333333
e1,proxy_top1,tricycle,0.23931927444337964,0.4076305341440793,0.245891840317702,0.20619269116005626,0.2975756807676785,0.39918647596466966,0.48262910798122066,0.49186602870813395
e1,proxy_top1,awning-tricycle,0.13929640962233394,0.21241671206485208,0.15520717683206747,0.1172865672231943,0.17054978540884755,0.18712871287128707,0.3802469135802469,0.2894736842105263
e1,proxy_top1,bus,0.5172214908753788,0.7050056260040678,0.5955407170913493,0.3308384738101147,0.6026391952788007,0.8194755487983949,0.7623318385650224,0.6772908366533864
e1,proxy_top1,motor,0.3225107162585048,0.6509658265882267,0.27367946885581634,0.2948426900886894,0.4365835519022582,0.24215464403583215,0.6028062601187264,0.6858370855505526
e1,proxy_top2,pedestrian,0.3500446861894439,0.6914269764718853,0.2984457832841455,0.3228160919108841,0.5057169499599315,0.749416558152196,0.634795918367347,0.7034147444595206
e1,proxy_top2,people,0.23357963651703176,0.5448486551531081,0.1533524531407163,0.22768950498325305,0.3071520172007571,0.35940594059405945,0.5970785149117468,0.5742439024390243
e1,proxy_top2,bicycle,0.18302436503473776,0.36547343855858566,0.15486336041150284,0.1482597087858868,0.33377150481942575,0.3227722772277228,0.3805970149253731,0.4358974358974359
e1,proxy_top2,car,0.6447568960617535,0.8891323935857923,0.7262666374338205,0.5034049387201172,0.7505969464366457,0.8510577303284965,0.758067402326275,0.9036547212741752
e1,proxy_top2,van,0.384705645067324,0.5218707567531145,0.4482779876046024,0.2524136695982056,0.5113171824217964,0.45931138959963025,0.5395390872119296,0.6045569620253165
e1,proxy_top2,truck,0.34589117979021605,0.5032580152936486,0.37808566173009905,0.19076040528347477,0.3879628308684697,0.6370416049140412,0.49414519906323184,0.5626666666666666
e1,proxy_top2,tricycle,0.2412039265492454,0.41178189878336124,0.24739172829742037,0.20502133950588122,0.3022344358178988,0.39852539447190494,0.4568744662681469,0.5119617224880383
e1,proxy_top2,awning-tricycle,0.1427532534922117,0.21918079959480002,0.15559350853797024,0.12071013658028722,0.17435963766071813,0.18712871287128707,0.3707093821510298,0.30451127819548873
e1,proxy_top2,bus,0.520750072572896,0.7105550772452813,0.5952492623341756,0.3550565468986787,0.5860165305558845,0.8195943723518377,0.7219917012448133,0.6932270916334662
e1,proxy_top2,motor,0.3292938601397548,0.6624243205062401,0.278840767109134,0.30283181550559957,0.43979387414047355,0.24215464403583215,0.5845842469219092,0.7093737208350389
e1,oracle_top1,pedestrian,0.3421941229051868,0.681014112145781,0.28878882527276356,0.31514528886743776,0.5021796796720124,0.749416558152196,0.6629951045838897,0.6737901402080506
e1,oracle_top1,people,0.22871093142502294,0.5365647073058069,0.147746274859178,0.22151820633918318,0.315469948958728,0.35940594059405945,0.6146193771626297,0.5545365853658537
e1,oracle_top1,bicycle,0.1744501586891179,0.3509475366227645,0.14441354845759274,0.14042636675430795,0.323531518170288,0.3227722772277228,0.40246723207401697,0.40559440559440557
e1,oracle_top1,car,0.6412108993422513,0.8869658690364157,0.7198522162551235,0.4997893898307482,0.7461745189142354,0.8509756577882053,0.7766522544780728,0.8940557451649602
e1,oracle_top1,van,0.37546630130258796,0.5093949300750237,0.43571834063233567,0.24177774464652663,0.5012089366776388,0.45481440936761136,0.5577109602327837,0.5822784810126582
e1,oracle_top1,truck,0.3380918063393918,0.49676300585117,0.36956023780136366,0.18390602716902307,0.36954020708581464,0.655165740641852,0.5314591700133868,0.5293333333333333
e1,oracle_top1,tricycle,0.2377865664587072,0.4057501186299652,0.2446375427924113,0.20425045059772584,0.29619152985778086,0.3990933307616476,0.47797563261480785,0.4880382775119617
e1,oracle_top1,awning-tricycle,0.14155986852370483,0.21547068827335975,0.15840011190918438,0.11936644057891335,0.17309684035383716,0.18712871287128707,0.38847117794486213,0.29135338345864664
e1,oracle_top1,bus,0.5198769366788211,0.7099760847096968,0.6011938274969275,0.3358840283542111,0.6008671694678577,0.8194755487983949,0.7612612612612613,0.6733067729083665
e1,oracle_top1,motor,0.32586472597636007,0.6557011028232117,0.27555349746206853,0.2972489554597053,0.4363218635280915,0.24215464403583215,0.606509945750452,0.686451084731887
e1,oracle_top2,pedestrian,0.3514469163003599,0.6953068936865141,0.2989414726011145,0.3240981243659362,0.5092467046992077,0.749416558152196,0.6359475129691792,0.7069199457259159
e1,oracle_top2,people,0.23482014055469136,0.5490418985492481,0.15195546049267383,0.2288175663779934,0.31137630529551585,0.35940594059405945,0.6010940032414911,0.5789268292682926
e1,oracle_top2,bicycle,0.18244968226268818,0.3657743575740236,0.1525696064584688,0.14838150184535612,0.330537853809616,0.3227722772277228,0.38466803559206025,0.4366744366744367
e1,oracle_top2,car,0.6453722701348478,0.8900760855065454,0.7272730758048,0.5046134215940752,0.7508639171220086,0.8514106619145475,0.760521281683405,0.9045790671217292
e1,oracle_top2,van,0.3847371506650757,0.5216125527902359,0.4483861910654102,0.25315982577555035,0.5107645983749186,0.4668060094020318,0.539366515837104,0.6035443037974684
e1,oracle_top2,truck,0.3466967352031485,0.5052273519735252,0.3766473045177148,0.18389926729912406,0.39127191704637837,0.6389663204460757,0.5,0.5613333333333334
e1,oracle_top2,tricycle,0.24066791271110358,0.41120194461890314,0.24752485178163097,0.204312493573948,0.3020350363292681,0.3971654482724021,0.4571183533447684,0.5100478468899522
e1,oracle_top2,awning-tricycle,0.1447944328809995,0.22301812417682626,0.15886558455522082,0.12286489907670839,0.17819160238785287,0.18712871287128707,0.37299771167048057,0.30639097744360905
e1,oracle_top2,bus,0.5253813627172583,0.7214791444309465,0.5999555412370249,0.36350939787343356,0.5847403052664812,0.8162484619221597,0.7291666666666666,0.6972111553784861
e1,oracle_top2,motor,0.3323399826874514,0.6652222764392726,0.280874965939193,0.30280714880939086,0.4452948653585008,0.24215464403583215,0.5898218829516539,0.7116250511665985
