outcome,min_cell_per_group,eligible_strata,total_strata,missing_total,present_total,missing_in_common_support,present_in_common_support,missing_coverage,present_coverage,overlap_weight_sum,weighted_missing_mean,weighted_present_mean,adjusted_difference_missing_minus_present,model,scheme,strata
tal_final_P4,10,124,506,8854,17732,6656,16256,0.7517506211881635,0.9167606586961425,3697.3709723899456,0.234980000000551,0.2401930386879876,-0.005213038687436611,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
in_gt_P5,10,124,506,8854,17732,6656,16256,0.7517506211881635,0.9167606586961425,3697.3709723899456,0.18814575624806482,0.21560404444334583,-0.02745828819528101,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_preconflict_P5,10,124,506,8854,17732,6656,16256,0.7517506211881635,0.9167606586961425,3697.3709723899456,0.053035725310355976,0.04337685597047376,0.009658869339882213,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_final_P5,10,124,506,8854,17732,6656,16256,0.7517506211881635,0.9167606586961425,3697.3709723899456,0.04768734278290366,0.03943982698730047,0.008247515795603191,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
in_gt_total,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,16.93556244415217,18.379774125804914,-1.444211681652746,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
zero_in_gt,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,0.0,0.0,0.0,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_preconflict_total,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,8.80855162143286,8.843946696955859,-0.03539507552299881,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_final_total,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,7.822020119828133,8.38529299995988,-0.5632728801317466,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
zero_final_positive,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,0.007462247770269785,0.0006406492874974151,0.006821598482772371,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
conflict_loss_fraction,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,0.11711654842326041,0.05557211929724083,0.06154442912601958,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
target_weight_mean,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,0.323119209216984,0.5010037257279188,-0.17788451651093484,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
target_weight_max,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,0.6380208073540314,0.8356494741704048,-0.19762866681637337,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
p2_final_share,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,0.7903278239231348,0.780789229969098,0.009538593954036778,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
in_gt_P2,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,12.754559469859439,13.837305450294762,-1.0827459804353232,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_preconflict_P2,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,7.0415029066205355,6.921048204159845,0.12045470246069012,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_final_P2,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,6.270833831414666,6.586703298563357,-0.31586946714869146,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
in_gt_P3,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,3.1834487871370416,3.4636758675478103,-0.2802270804107687,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_preconflict_P3,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,1.4568356554783506,1.627409219735769,-0.17057356425741843,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_final_P3,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,1.2781291702055568,1.5293045974007577,-0.2511754271952009,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
in_gt_P4,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,0.8047568872316399,0.8586481234374697,-0.05389123620582981,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_preconflict_P4,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,0.2582979879767149,0.2556386190869928,0.002659368889722069,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_final_P4,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,0.22608343943842632,0.23287175361958523,-0.006788314181158911,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
in_gt_P5,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,0.19279729992405267,0.22014468452487246,-0.027347384600819785,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_preconflict_P5,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,0.05191507135725911,0.03985065397325005,0.012064417384009062,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_final_P5,20,81,506,8854,17732,5371,14931,0.6066184775242828,0.8420369952628017,3266.1941381994698,0.04697367876948612,0.03641335037618072,0.010560328393305396,E10a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
in_gt_total,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,14.710871988271547,17.10860938885121,-2.397737400579663,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_cap10,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,7.864409359873305,8.563785797404247,-0.6993764375309421,E16a,coarse_class_size_density,class|size_bin|density_bin
zero_in_gt,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,0.004538891709807328,0.0002476974373322246,0.004291194272475103,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_total,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,7.807138272747926,8.540082863292156,-0.7329445905442302,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_final_total,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,6.924681669283783,8.0401002322106,-1.1154185629268172,E16a,coarse_class_size_density,class|size_bin|density_bin
zero_final_positive,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,0.021017661743530015,0.001236699238301639,0.019780962505228376,E16a,coarse_class_size_density,class|size_bin|density_bin
conflict_loss_fraction,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,0.12512608502456823,0.06357662698732823,0.061549458037240004,E16a,coarse_class_size_density,class|size_bin|density_bin
target_weight_mean,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,0.3276761692866498,0.49937610184256204,-0.17169993255591226,E16a,coarse_class_size_density,class|size_bin|density_bin
target_weight_max,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,0.6241961569460317,0.8322442714427382,-0.20804811449670646,E16a,coarse_class_size_density,class|size_bin|density_bin
p2_final_share,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,0.7761648477560351,0.7731226265604133,0.003042221195621808,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P2,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,11.071454301536809,12.890709138458615,-1.8192548369218056,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P2,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,6.138885324763501,6.611332612167624,-0.47244728740412345,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P2,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,5.456075671130209,6.243435877479507,-0.7873602063492973,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P3,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,2.7681378531086422,3.2172986297911006,-0.44916077668245835,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P3,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,1.354304006976255,1.609696525145009,-0.25539251816875397,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P3,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,1.1928522706859401,1.504945543313157,-0.312093272627217,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P4,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,0.6992087168973175,0.7958205583405875,-0.09661184144327006,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P4,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,0.2641536865405655,0.2738445345511383,-0.009690848010572795,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P4,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,0.23103522707359625,0.25126265149194627,-0.020227424418350015,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P5,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,0.1720711167287791,0.2047810622609102,-0.03270994553213111,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P5,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,0.04979525446760615,0.04520919142838342,0.0045860630392227306,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P5,5,86,116,8849,17737,8729,17474,0.986439145666177,0.9851722388227998,4400.74280490669,0.044718500394038026,0.040456159925991164,0.0042623404680468616,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_total,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,14.54380980620678,16.97121140859067,-2.4274016023838882,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_cap10,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,7.864498676906215,8.569595206689998,-0.7050965297837832,E16a,coarse_class_size_density,class|size_bin|density_bin
zero_in_gt,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,0.004593711309733182,0.00025224599159947127,0.004341465318133711,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_total,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,7.806631517674507,8.545963028214365,-0.7393315105398575,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_final_total,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,6.928294894704604,8.043695532709853,-1.1154006380052488,E16a,coarse_class_size_density,class|size_bin|density_bin
zero_final_positive,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,0.020895698822496738,0.0012594091769197477,0.01963628964557699,E16a,coarse_class_size_density,class|size_bin|density_bin
conflict_loss_fraction,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,0.12491090651094863,0.06394587204874258,0.06096503446220605,E16a,coarse_class_size_density,class|size_bin|density_bin
target_weight_mean,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,0.3280502835500983,0.49920903753732476,-0.17115875398722646,E16a,coarse_class_size_density,class|size_bin|density_bin
target_weight_max,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,0.6247105177270099,0.8321166731392792,-0.20740615541226926,E16a,coarse_class_size_density,class|size_bin|density_bin
p2_final_share,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,0.7774692289335114,0.7749900544132722,0.002479174520239269,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P2,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,10.95135288527244,12.786139475522653,-1.8347865902502125,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P2,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,6.148534647439292,6.633179589691891,-0.4846449422525989,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P2,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,5.469037127983135,6.264074440123582,-0.7950373121404466,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P3,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,2.7321142052789433,3.1923040260073807,-0.4601898207284374,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P3,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,1.346583927338876,1.5958404699764428,-0.2492565426375668,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P3,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,1.1858664001714876,1.490493962139837,-0.3046275619683494,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P4,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,0.6919769317862717,0.7895731087288231,-0.0975961769425514,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P4,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,0.2610778628544579,0.2713596212383468,-0.010281758383888895,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P4,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,0.22807072906810286,0.24838409621318935,-0.020313367145086497,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P5,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,0.16836578386912607,0.20319479833181084,-0.03482901446268477,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P5,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,0.05043508004188101,0.04558334730768362,0.004851732734197395,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P5,10,72,116,8849,17737,8537,17041,0.9647417787320601,0.9607599932344816,4321.387659013639,0.04532063748187696,0.04074303423324357,0.004577603248633391,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_total,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,14.264201384216559,16.75547441570593,-2.4912730314893707,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_cap10,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,7.871252764143708,8.591922664064162,-0.7206698999204546,E16a,coarse_class_size_density,class|size_bin|density_bin
zero_in_gt,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,0.004062212090109724,0.0002623659491211486,0.003799846140988576,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_total,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,7.811627933320182,8.567342376796786,-0.7557144434766041,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_final_total,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,6.914172822506195,8.048781780272936,-1.1346089577667406,E16a,coarse_class_size_density,class|size_bin|density_bin
zero_final_positive,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,0.020664557036463478,0.0013099359158860338,0.019354621120577443,E16a,coarse_class_size_density,class|size_bin|density_bin
conflict_loss_fraction,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,0.12760637473197714,0.06590286984145423,0.06170350489052291,E16a,coarse_class_size_density,class|size_bin|density_bin
target_weight_mean,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,0.32811615472325967,0.49929197940480663,-0.17117582468154696,E16a,coarse_class_size_density,class|size_bin|density_bin
target_weight_max,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,0.625204904989766,0.832291596896178,-0.20708669190641205,E16a,coarse_class_size_density,class|size_bin|density_bin
p2_final_share,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,0.7804373893171334,0.7780617826797391,0.002375606637394223,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P2,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,10.743966086438357,12.623859803192799,-1.8798937167544416,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P2,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,6.181713469197233,6.6824249651932925,-0.5007114959960592,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P2,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,5.485557497569612,6.300604653038749,-0.815047155469137,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P3,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,2.6732407088975094,3.151135580115529,-0.47789487121801955,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P3,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,1.323207558463143,1.5689758609788842,-0.2457683025157411,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P3,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,1.16095026734357,1.4608718899544075,-0.29992162261083744,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P4,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,0.6819607311125387,0.7796331303541421,-0.09767239924160331,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P4,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,0.2551352959667904,0.26908349256346076,-0.013948196596670348,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P4,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,0.22138688115352384,0.24548168274340998,-0.02409480158988614,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P5,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,0.16503385776815202,0.20084590204346467,-0.03581204427531265,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P5,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,0.051571609693014865,0.04685805806114864,0.004713551631866222,E16a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P5,20,55,116,8849,17737,7964,16347,0.8999886992880551,0.921632745109094,4154.703454411596,0.04627817643948911,0.04182355453636941,0.004454621903119696,E16a,coarse_class_size_density,class|size_bin|density_bin
in_gt_total,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,14.208006814358674,15.714609979348117,-1.5066031649894427,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_cap10,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,8.049136398906933,8.396699795293658,-0.3475633963867253,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
zero_in_gt,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,0.002047352747694337,0.0004087940438571077,0.0016385587038372294,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_total,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,7.990417471987287,8.369084078804669,-0.3786666068173812,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_total,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,7.096691811356702,7.845726953723584,-0.749035142366882,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
zero_final_positive,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,0.013323719136610885,0.001176974419782587,0.012146744716828299,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
conflict_loss_fraction,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,0.12197118742715095,0.06752557889556271,0.05444560853158824,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
target_weight_mean,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,0.3262516170965406,0.49631176490227963,-0.17006014780573903,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
target_weight_max,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,0.6280153428281002,0.8306531237343175,-0.2026377809062173,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
p2_final_share,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,0.7845971752562083,0.7837063283437871,0.0008908469124212504,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_P2,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,10.701812906310655,11.839895050638486,-1.1380821443278304,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_P2,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,6.362942111175827,6.580674264804602,-0.2177321536287753,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_P2,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,5.6661471248592035,6.199079728500527,-0.5329326036413233,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_P3,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,2.6698780547286316,2.954894855311604,-0.2850168005829725,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_P3,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,1.3240382287770507,1.4832456332013058,-0.15920740442425507,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_P3,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,1.1649936814300534,1.371412070276495,-0.20641838884644148,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_P4,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,0.6717515591776566,0.7309759153242165,-0.05922435614655985,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_P4,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,0.2517713536852504,0.25673977437936757,-0.004968420694117182,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_P4,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,0.21945894733585922,0.2318630338105758,-0.01240408647471658,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_P5,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,0.16456429414172608,0.18884415807381108,-0.024279863932085005,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_P5,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,0.051665778349160224,0.048424406419392774,0.0032413719297674504,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_P5,5,247,889,8849,17737,7316,14173,0.8267600858854108,0.7990641032869144,3675.29842729936,0.046092057731585194,0.043372121135988456,0.0027199365955967378,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_total,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,13.009678672350246,14.488766555906446,-1.4790878835562005,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_cap10,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,7.950934061786124,8.3310220608939,-0.3800879991077766,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
zero_in_gt,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,0.002077041351285494,0.00047050003907643187,0.0016065413122090624,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_total,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,7.886057548976832,8.302141045893668,-0.4160834969168361,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_total,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,6.981323700617846,7.765309893861274,-0.783986193243428,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
zero_final_positive,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,0.011319389741083607,0.0006144803921793747,0.010704909348904232,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
conflict_loss_fraction,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,0.12291393558208089,0.06852879415314558,0.0543851414289353,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
target_weight_mean,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,0.3255680591058479,0.4910700353116062,-0.1655019762057583,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
target_weight_max,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,0.6271287465589213,0.8295196733389595,-0.20239092678003823,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
p2_final_share,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,0.7856550557389116,0.7903271366258934,-0.004672080886981789,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_P2,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,9.804122809036521,10.915194053502427,-1.111071244465906,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_P2,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,6.2913997725587425,6.589125283621074,-0.2977255110623318,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_P2,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,5.5897143711820965,6.201595599395362,-0.6118812282132655,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
