model,class,size_bin,density_bin,raw075_group,n,best_raw_iou,best_raw_iou_P2,in_gt_total,in_gt_cap10,zero_in_gt,tal_preconflict_total,tal_final_total,zero_final_positive,conflict_loss_fraction,target_weight_mean,target_weight_max,p2_final_share,in_gt_P2,tal_preconflict_P2,tal_final_P2,in_gt_P3,tal_preconflict_P3,tal_final_P3,in_gt_P4,tal_preconflict_P4,tal_final_P4,in_gt_P5,tal_preconflict_P5,tal_final_P5
E10a,people,8-16,dense,missing,614,0.6156273944855513,0.6096341741492771,7.1612377850162865,6.485342019543974,0.0,6.449511400651466,3.6726384364820848,0.13680781758957655,0.4584115350809162,0.37277694056127575,0.5980045340085616,0.7828736148547469,5.38599348534202,4.98371335504886,2.978827361563518,1.3436482084690553,1.1107491856677525,0.506514657980456,0.3517915309446254,0.28664495114006516,0.13192182410423453,0.07980456026058631,0.06840390879478828,0.05537459283387622
E10a,people,8-16,dense,present,492,0.8240362589921408,0.8168263778211625,10.040650406504065,8.05691056910569,0.0,8.044715447154472,5.983739837398374,0.008130081300813009,0.2676159827074461,0.49314455932281054,0.8172948103947718,0.84211213422279,7.556910569105691,6.469512195121951,5.1016260162601625,1.9268292682926829,1.2073170731707317,0.6544715447154471,0.44308943089430897,0.29065040650406504,0.17073170731707318,0.11382113821138211,0.07723577235772358,0.056910569105691054
E10a,people,8-16,middle,missing,381,0.5982733921898319,0.5941341143111232,9.333333333333334,7.866141732283465,0.0,7.805774278215223,6.884514435695538,0.0,0.11810919468399783,0.2651667192069877,0.5709767198859863,0.8079063033787444,7.005249343832021,6.2204724409448815,5.640419947506562,1.8005249343832022,1.230971128608924,0.9606299212598425,0.4330708661417323,0.2887139107611549,0.2204724409448819,0.09448818897637795,0.06561679790026247,0.06299212598425197
E10a,people,8-16,middle,present,272,0.8245627634665545,0.8197330039213685,13.308823529411764,9.121323529411764,0.0,9.102941176470589,8.492647058823529,0.0,0.06901406395891689,0.4322346399866921,0.8152933591867194,0.8576301353874883,10.088235294117647,7.772058823529412,7.397058823529412,2.4779411764705883,1.0441176470588236,0.8676470588235294,0.5404411764705882,0.19117647058823528,0.13970588235294118,0.20220588235294118,0.09558823529411764,0.08823529411764706
E10a,people,8-16,sparse,missing,43,0.6408494979489682,0.6373466410955717,8.720930232558139,7.627906976744186,0.0,7.558139534883721,7.558139534883721,0.0,0.0,0.28632423639172944,0.6167219561243127,0.7544665928386858,6.441860465116279,5.72093023255814,5.72093023255814,1.744186046511628,1.5348837209302326,1.5348837209302326,0.4883720930232558,0.27906976744186046,0.27906976744186046,0.046511627906976744,0.023255813953488372,0.023255813953488372
E10a,people,8-16,sparse,present,61,0.8189431380053036,0.8100905047088373,10.524590163934427,8.37704918032787,0.0,8.360655737704919,8.360655737704919,0.0,0.0,0.3839642682769259,0.8076116755360463,0.7940020817069997,7.918032786885246,6.770491803278689,6.770491803278689,2.0163934426229506,1.3442622950819672,1.3442622950819672,0.45901639344262296,0.21311475409836064,0.21311475409836064,0.13114754098360656,0.03278688524590164,0.03278688524590164
E10a,tricycle,0-8,dense,missing,13,0.5383658615442423,0.5301521695577182,2.3076923076923075,2.3076923076923075,0.0,2.230769230769231,1.6923076923076923,0.15384615384615385,0.27435897435897433,0.40375749130775646,0.5159555962203409,0.6969696969696969,1.7692307692307692,1.6923076923076923,1.3076923076923077,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.0,0.0,0.0
E10a,tricycle,0-8,dense,present,5,0.8264634490013123,0.8137529730796814,4.2,4.2,0.0,4.2,4.2,0.0,0.0,0.4532760500907898,0.824729037284851,0.7647619047619048,3.4,3.4,3.4,0.4,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0
E10a,tricycle,0-8,middle,missing,11,0.6514090028676119,0.6399156993085687,3.1818181818181817,3.1818181818181817,0.0,3.1818181818181817,3.1818181818181817,0.0,0.0,0.3690009130672975,0.6380784999240529,0.6264069264069264,2.1818181818181817,2.1818181818181817,2.1818181818181817,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
E10a,tricycle,0-8,middle,present,9,0.8113690416018168,0.7976246078809103,3.7777777777777777,3.7777777777777777,0.0,3.6666666666666665,3.6666666666666665,0.0,0.0,0.4946404794851939,0.8056008021036783,0.7433862433862434,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111
E10a,tricycle,0-8,sparse,missing,3,0.6044467886288961,0.6044467886288961,5.666666666666667,5.666666666666667,0.0,5.666666666666667,5.666666666666667,0.0,0.0,0.373774786790212,0.5787031948566437,0.7555555555555555,4.333333333333333,4.333333333333333,4.333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
E10a,tricycle,16-24,dense,missing,7,0.66976084453719,0.565108984708786,31.857142857142858,10.0,0.0,10.0,7.857142857142857,0.0,0.21428571428571427,0.29565794233764914,0.6430156614099231,0.45068027210884354,23.571428571428573,4.142857142857143,3.2857142857142856,6.571428571428571,4.571428571428571,3.4285714285714284,1.4285714285714286,1.2857142857142858,1.1428571428571428,0.2857142857142857,0.0,0.0
E10a,tricycle,16-24,dense,present,31,0.8667310399393882,0.8370957336118144,21.64516129032258,10.0,0.0,10.0,9.64516129032258,0.0,0.035483870967741936,0.502287057618941,0.8593674936602193,0.5789426523297492,16.322580645161292,5.903225806451613,5.580645161290323,4.129032258064516,3.4193548387096775,3.3870967741935485,0.9032258064516129,0.6774193548387096,0.6774193548387096,0.2903225806451613,0.0,0.0
E10a,tricycle,16-24,middle,missing,33,0.6671592647379095,0.629783466909871,29.12121212121212,10.0,0.0,10.0,9.757575757575758,0.0,0.024242424242424242,0.24396856874227518,0.6576057239012285,0.6363636363636364,21.939393939393938,6.393939393939394,6.303030303030303,5.363636363636363,2.9393939393939394,2.8181818181818183,1.4848484848484849,0.6666666666666666,0.6363636363636364,0.3333333333333333,0.0,0.0
E10a,tricycle,16-24,middle,present,67,0.8499688870871245,0.833686274379047,27.71641791044776,10.0,0.0,10.0,9.985074626865671,0.0,0.0014925373134328358,0.47977232232467454,0.8403667896541197,0.5816071159354741,20.328358208955223,5.835820895522388,5.8059701492537314,5.641791044776119,3.5074626865671643,3.5223880597014925,1.3880597014925373,0.6417910447761194,0.6417910447761194,0.3582089552238806,0.014925373134328358,0.014925373134328358
E10a,tricycle,16-24,sparse,missing,15,0.6912544369697571,0.6368085821469625,31.933333333333334,10.0,0.0,10.0,10.0,0.0,0.0,0.327234755953153,0.661307156085968,0.6,24.333333333333332,6.0,6.0,5.666666666666667,3.3333333333333335,3.3333333333333335,1.6,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0
E10a,tricycle,16-24,sparse,present,55,0.8577269467440518,0.8266060227697546,33.50909090909091,10.0,0.0,10.0,10.0,0.0,0.0,0.5074189267375252,0.8315773844718933,0.5490909090909091,25.236363636363638,5.490909090909091,5.490909090909091,6.418181818181818,3.8181818181818183,3.8181818181818183,1.490909090909091,0.6727272727272727,0.6727272727272727,0.36363636363636365,0.01818181818181818,0.01818181818181818
E10a,tricycle,24-32,dense,missing,6,0.5872418334086736,0.4727843850851059,45.166666666666664,10.0,0.0,10.0,8.666666666666666,0.0,0.13333333333333333,0.2283788646260897,0.5519540309906006,0.31342592592592594,33.166666666666664,3.1666666666666665,2.6666666666666665,9.0,5.333333333333333,4.5,2.6666666666666665,1.5,1.5,0.3333333333333333,0.0,0.0
E10a,tricycle,24-32,dense,present,22,0.8615224632349882,0.7415445406328548,45.31818181818182,10.0,0.0,10.0,9.818181818181818,0.0,0.018181818181818184,0.5034715214913542,0.8476132344115864,0.2926767676767677,34.40909090909091,2.9545454545454546,2.8636363636363638,8.363636363636363,5.545454545454546,5.454545454545454,2.0,1.5,1.5,0.5454545454545454,0.0,0.0
E10a,tricycle,24-32,middle,missing,18,0.648634586069319,0.587977168460687,40.666666666666664,10.0,0.0,10.0,9.555555555555555,0.0,0.044444444444444446,0.23855639704399634,0.6331155382924609,0.49663299663299665,30.055555555555557,5.0,4.944444444444445,7.888888888888889,4.111111111111111,3.8333333333333335,2.3333333333333335,0.8888888888888888,0.7777777777777778,0.3888888888888889,0.0,0.0
E10a,tricycle,24-32,middle,present,69,0.8698973612508912,0.7843162387177565,50.391304347826086,10.0,0.0,10.0,9.985507246376812,0.0,0.0014492753623188406,0.48311678449744766,0.8590005964472673,0.38115942028985506,38.05797101449275,3.8115942028985508,3.8115942028985508,9.391304347826088,5.028985507246377,5.0144927536231885,2.260869565217391,1.144927536231884,1.144927536231884,0.6811594202898551,0.014492753623188406,0.014492753623188406
E10a,tricycle,24-32,sparse,missing,16,0.6827101223170757,0.5878045037388802,56.0625,10.0,0.0,10.0,10.0,0.0,0.0,0.2700981264933944,0.6754193939268589,0.40625,42.375,4.0625,4.0625,10.8125,4.9375,4.9375,2.3125,1.0,1.0,0.5625,0.0,0.0
E10a,tricycle,24-32,sparse,present,90,0.8701247380839454,0.7903011431296666,51.266666666666666,10.0,0.0,10.0,10.0,0.0,0.0,0.5056407850649621,0.8595479806264241,0.37,38.72222222222222,3.7,3.7,9.422222222222222,5.233333333333333,5.233333333333333,2.4444444444444446,1.0666666666666667,1.0666666666666667,0.6777777777777778,0.0,0.0
E10a,tricycle,8-16,dense,missing,18,0.6244695319069756,0.614176846212811,7.666666666666667,6.611111111111111,0.0,6.444444444444445,5.5,0.0,0.1388888888888889,0.3467566491001182,0.6027498725387785,0.7279982363315697,5.611111111111111,4.555555555555555,3.8333333333333335,1.4444444444444444,1.3888888888888888,1.2777777777777777,0.6111111111111112,0.5,0.3888888888888889,0.0,0.0,0.0
E10a,tricycle,8-16,dense,present,43,0.8366988162661708,0.8153829796369686,9.953488372093023,8.116279069767442,0.0,8.093023255813954,7.790697674418604,0.0,0.04782207456626061,0.4384867791519609,0.8276324826617574,0.7362361153058827,7.6976744186046515,6.046511627906977,5.790697674418604,1.744186046511628,1.6744186046511629,1.627906976744186,0.4186046511627907,0.32558139534883723,0.32558139534883723,0.09302325581395349,0.046511627906976744,0.046511627906976744
E10a,tricycle,8-16,middle,missing,22,0.6279413510452617,0.6060166182843122,9.454545454545455,8.0,0.0,7.818181818181818,7.454545454545454,0.0,0.03636363636363637,0.277931706641208,0.6150931932709434,0.7583333333333333,7.181818181818182,5.954545454545454,5.681818181818182,1.9090909090909092,1.5454545454545454,1.4545454545454546,0.2727272727272727,0.22727272727272727,0.22727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091
E10a,tricycle,8-16,middle,present,36,0.828342992398474,0.8149904559055964,12.472222222222221,8.61111111111111,0.0,8.61111111111111,8.555555555555555,0.0,0.00625,0.40054974022010964,0.8188295463720957,0.7449294532627866,9.333333333333334,6.444444444444445,6.416666666666667,2.5277777777777777,1.8055555555555556,1.7777777777777777,0.4722222222222222,0.3611111111111111,0.3611111111111111,0.1388888888888889,0.0,0.0
E10a,tricycle,8-16,sparse,missing,10,0.6449114888906479,0.6052018165588379,13.6,9.5,0.0,9.5,9.5,0.0,0.0,0.16558897048234938,0.624003779888153,0.7212698412698413,10.6,6.8,6.8,2.3,2.1,2.1,0.4,0.4,0.4,0.3,0.2,0.2
E10a,tricycle,8-16,sparse,present,22,0.818093478679657,0.8011288480325178,12.772727272727273,9.181818181818182,0.0,9.181818181818182,9.181818181818182,0.0,0.0,0.38874525170434604,0.8066944209012118,0.7374458874458875,9.772727272727273,6.818181818181818,6.818181818181818,2.3181818181818183,1.9545454545454546,1.9545454545454546,0.5454545454545454,0.3181818181818182,0.3181818181818182,0.13636363636363635,0.09090909090909091,0.09090909090909091
E10a,truck,0-8,dense,missing,4,0.5374908596277237,0.5374908596277237,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.3903695195913315,0.5271005630493164,0.7916666666666666,1.5,1.5,1.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
E10a,truck,0-8,dense,present,1,0.8506179451942444,0.8506179451942444,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.3758613467216491,0.8496212959289551,0.6666666666666666,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
E10a,truck,0-8,middle,missing,3,0.6322614550590515,0.6322614550590515,2.3333333333333335,2.3333333333333335,0.0,2.3333333333333335,2.3333333333333335,0.0,0.0,0.45357170701026917,0.6186420718828837,0.7777777777777777,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
E10a,truck,0-8,middle,present,4,0.7773017287254333,0.748923733830452,4.5,4.5,0.0,4.25,4.25,0.0,0.0,0.47424745187163353,0.7740316838026047,0.675,3.25,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25
E10a,truck,16-24,dense,missing,1,0.615509569644928,0.615509569644928,13.0,10.0,0.0,10.0,10.0,0.0,0.0,0.2220796793699264,0.587627112865448,0.7,10.0,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
E10a,truck,16-24,dense,present,2,0.8499684035778046,0.8499684035778046,17.5,10.0,0.0,10.0,10.0,0.0,0.0,0.3853054642677307,0.8494687676429749,0.7,13.0,7.0,7.0,2.5,2.5,2.5,2.0,0.5,0.5,0.0,0.0,0.0
E10a,truck,16-24,middle,missing,24,0.6393679939210415,0.609568806986014,21.291666666666668,10.0,0.0,10.0,9.916666666666666,0.0,0.008333333333333333,0.26484266978998977,0.6282457523047924,0.7694444444444445,16.208333333333332,7.708333333333333,7.625,3.9166666666666665,1.9166666666666667,1.9166666666666667,1.0416666666666667,0.375,0.375,0.125,0.0,0.0
E10a,truck,16-24,middle,present,37,0.858091236771764,0.8425739842492181,25.027027027027028,10.0,0.0,10.0,9.972972972972974,0.0,0.002702702702702703,0.4495245482067804,0.8402560417716568,0.7207207207207208,19.08108108108108,7.216216216216216,7.1891891891891895,4.4324324324324325,2.4864864864864864,2.4864864864864864,1.162162162162162,0.2972972972972973,0.2972972972972973,0.35135135135135137,0.0,0.0
E10a,truck,16-24,sparse,missing,8,0.6118139997124672,0.5877925604581833,26.375,10.0,0.0,10.0,10.0,0.0,0.0,0.20268333610147235,0.6040022149682045,0.7125,19.75,7.125,7.125,4.625,1.75,1.75,1.375,1.0,1.0,0.625,0.125,0.125
E10a,truck,16-24,sparse,present,43,0.8905302521794342,0.8671116537826006,30.0,10.0,0.0,10.0,10.0,0.0,0.0,0.5725496802912202,0.8646247303763102,0.6372093023255814,22.86046511627907,6.372093023255814,6.372093023255814,5.4186046511627906,3.372093023255814,3.372093023255814,1.302325581395349,0.2558139534883721,0.2558139534883721,0.4186046511627907,0.0,0.0
E10a,truck,24-32,dense,missing,1,0.5458825826644897,0.5458825826644897,40.0,10.0,0.0,10.0,7.0,0.0,0.3,0.2074261754751205,0.5351166129112244,0.5714285714285714,27.0,6.0,4.0,10.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0
E10a,truck,24-32,middle,missing,9,0.6384762227535248,0.59039839108785,35.666666666666664,10.0,0.0,10.0,8.777777777777779,0.0,0.12222222222222223,0.26308378908369273,0.6264349321524302,0.6376543209876543,26.333333333333332,6.777777777777778,5.777777777777778,7.0,2.6666666666666665,2.4444444444444446,2.0,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.0,0.0
E10a,truck,24-32,middle,present,35,0.861168989113399,0.8423492193222046,38.05714285714286,10.0,0.0,10.0,9.857142857142858,0.0,0.014285714285714285,0.4964697020394461,0.8519584672791617,0.6629478458049887,28.571428571428573,6.6,6.514285714285714,7.2,3.0,2.9714285714285715,1.9142857142857144,0.4,0.37142857142857144,0.37142857142857144,0.0,0.0
E10a,truck,24-32,sparse,missing,5,0.6239732801914215,0.6017853438854217,41.8,10.0,0.0,10.0,10.0,0.0,0.0,0.33410717546939844,0.6111075699329376,0.6799999999999999,30.4,6.8,6.8,8.2,2.6,2.6,2.6,0.6,0.6,0.6,0.0,0.0
E10a,truck,24-32,sparse,present,33,0.8902261600349889,0.8488905610460223,50.21212121212121,10.0,0.0,10.0,10.0,0.0,0.0,0.5862315608696504,0.866010049978892,0.4121212121212121,38.303030303030305,4.121212121212121,4.121212121212121,9.0,5.090909090909091,5.090909090909091,2.272727272727273,0.7878787878787878,0.7878787878787878,0.6363636363636364,0.0,0.0
E10a,truck,8-16,dense,missing,6,0.6116935511430105,0.6056816478570303,9.333333333333334,8.166666666666666,0.0,8.166666666666666,6.0,0.0,0.22083333333333333,0.28003331025441486,0.6012759407361349,0.7551587301587301,7.166666666666667,6.0,4.5,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.0
E10a,truck,8-16,dense,present,5,0.8271856784820557,0.8076913595199585,13.0,9.0,0.0,9.0,7.2,0.0,0.18,0.424578332901001,0.820205569267273,0.8514285714285714,9.6,8.0,6.2,2.8,0.6,0.6,0.4,0.2,0.2,0.2,0.2,0.2
E10a,truck,8-16,middle,missing,28,0.631036180470671,0.6153868596468653,9.607142857142858,8.035714285714286,0.0,7.964285714285714,7.678571428571429,0.0,0.03292233560090703,0.24870100218270502,0.6178812895502362,0.7921626984126984,7.321428571428571,6.107142857142857,5.928571428571429,1.8928571428571428,1.5714285714285714,1.4642857142857142,0.32142857142857145,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.07142857142857142
E10a,truck,8-16,middle,present,33,0.8404934857830857,0.8300308205864646,11.181818181818182,8.969696969696969,0.0,8.848484848484848,8.696969696969697,0.0,0.01818181818181818,0.4368939067829739,0.8280594511465593,0.7643338143338143,8.545454545454545,6.878787878787879,6.7272727272727275,2.0606060606060606,1.5151515151515151,1.5151515151515151,0.45454545454545453,0.3939393939393939,0.3939393939393939,0.12121212121212122,0.06060606060606061,0.06060606060606061
E10a,truck,8-16,sparse,missing,4,0.6876436620950699,0.6876436620950699,8.0,6.75,0.0,6.5,6.5,0.0,0.0,0.40523768588900566,0.6829965561628342,0.8416666666666667,6.5,5.5,5.5,1.0,0.75,0.75,0.25,0.0,0.0,0.25,0.25,0.25
E10a,truck,8-16,sparse,present,3,0.8420326312383016,0.8220067222913107,6.666666666666667,6.666666666666667,0.0,6.666666666666667,6.666666666666667,0.0,0.0,0.41831467549006146,0.8402664661407471,0.7071428571428572,4.666666666666667,4.666666666666667,4.666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
E10a,van,0-8,dense,missing,18,0.58318320578999,0.5669433292415407,2.8333333333333335,2.8333333333333335,0.0,2.8333333333333335,2.1666666666666665,0.05555555555555555,0.1902116402116402,0.3953596090569216,0.5633184681920445,0.7745098039215685,2.2777777777777777,2.2777777777777777,1.6666666666666667,0.3888888888888889,0.3888888888888889,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555
E10a,van,0-8,dense,present,7,0.8189656393868583,0.7986551352909633,3.7142857142857144,3.7142857142857144,0.0,3.7142857142857144,3.2857142857142856,0.0,0.06122448979591836,0.44119055356298176,0.817261781011309,0.7261904761904762,2.857142857142857,2.857142857142857,2.4285714285714284,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0
E10a,van,0-8,middle,missing,28,0.6099417097866535,0.5963594429194927,2.75,2.75,0.03571428571428571,2.75,2.7142857142857144,0.03571428571428571,0.012345679012345678,0.4058875921699736,0.6001058193268599,0.75,1.9642857142857142,1.9642857142857142,1.9642857142857142,0.6785714285714286,0.6785714285714286,0.6428571428571429,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571
E10a,van,0-8,middle,present,10,0.8001565933227539,0.8001565933227539,3.2,3.2,0.0,3.2,3.1,0.0,0.03333333333333333,0.514585867524147,0.7977425813674927,0.7133333333333333,2.2,2.2,2.2,0.5,0.5,0.4,0.5,0.5,0.5,0.0,0.0,0.0
E10a,van,0-8,sparse,missing,3,0.5404597222805023,0.5404597222805023,4.666666666666667,4.666666666666667,0.0,4.333333333333333,4.333333333333333,0.0,0.0,0.34763053059577936,0.5041689376036326,0.6111111111111112,4.0,3.6666666666666665,3.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
E10a,van,16-24,dense,missing,7,0.6549589804240635,0.6444977607045855,15.571428571428571,10.0,0.0,10.0,6.714285714285714,0.0,0.32857142857142857,0.2112322822213173,0.6439784169197083,0.7572974644403215,11.571428571428571,7.428571428571429,5.0,3.142857142857143,1.8571428571428572,1.1428571428571428,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.14285714285714285,0.0,0.0
E10a,van,16-24,dense,present,23,0.8332466327625773,0.8282092680101809,18.0,9.91304347826087,0.0,9.91304347826087,8.695652173913043,0.0,0.12282608695652175,0.40559502852999646,0.8308184742927551,0.8255301461823201,13.217391304347826,7.913043478260869,7.086956521739131,3.652173913043478,1.8695652173913044,1.4782608695652173,0.9130434782608695,0.13043478260869565,0.13043478260869565,0.21739130434782608,0.0,0.0
E10a,van,16-24,middle,missing,28,0.678435600229672,0.6701342101608004,21.0,9.928571428571429,0.0,9.928571428571429,9.214285714285714,0.0,0.0732142857142857,0.29637212093387333,0.6659242191484996,0.7873582766439909,15.714285714285714,7.928571428571429,7.357142857142857,3.892857142857143,1.7857142857142858,1.6785714285714286,0.9642857142857143,0.14285714285714285,0.10714285714285714,0.42857142857142855,0.07142857142857142,0.07142857142857142
E10a,van,16-24,middle,present,154,0.877788486418786,0.870436563507303,21.474025974025974,9.987012987012987,0.0,9.987012987012987,9.935064935064934,0.0,0.005194805194805195,0.5439163004229595,0.8652439206451564,0.7978502558048013,16.194805194805195,7.954545454545454,7.928571428571429,4.0,1.87012987012987,1.844155844155844,1.0389610389610389,0.16233766233766234,0.16233766233766234,0.24025974025974026,0.0,0.0
E10a,van,16-24,sparse,missing,5,0.7189177989959716,0.7189177989959716,27.8,10.0,0.0,10.0,10.0,0.0,0.0,0.3860409647226334,0.6915166854858399,0.74,21.2,7.4,7.4,5.6,2.4,2.4,0.8,0.2,0.2,0.2,0.0,0.0
E10a,van,16-24,sparse,present,71,0.8925482152213513,0.8843325275770375,24.098591549295776,10.0,0.0,10.0,10.0,0.0,0.0,0.6217395298078027,0.8702355682010382,0.752112676056338,18.211267605633804,7.52112676056338,7.52112676056338,4.338028169014085,2.352112676056338,2.352112676056338,1.1690140845070423,0.1267605633802817,0.1267605633802817,0.38028169014084506,0.0,0.0
E10a,van,24-32,dense,missing,1,0.6890997886657715,0.6890997886657715,30.0,10.0,0.0,10.0,4.0,0.0,0.6,0.520103931427002,0.6039848923683167,1.0,21.0,10.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E10a,van,24-32,dense,present,6,0.8530511359373728,0.8491427799065908,39.5,10.0,0.0,10.0,8.5,0.0,0.15,0.5193109313646952,0.8376838068167368,0.8845117845117846,30.166666666666668,8.833333333333334,7.333333333333333,7.333333333333333,1.1666666666666667,1.1666666666666667,1.8333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0
E10a,van,24-32,middle,missing,12,0.7096175849437714,0.6983150293429693,39.083333333333336,10.0,0.0,10.0,9.75,0.0,0.024999999999999998,0.36162930727005,0.6974901755650839,0.8226190476190477,29.916666666666668,8.25,8.083333333333334,6.75,1.5833333333333333,1.5,2.0,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.0,0.0
E10a,van,24-32,middle,present,165,0.882768253846602,0.8709252967978969,41.86060606060606,10.0,0.0,10.0,9.987878787878788,0.0,0.0012121212121212121,0.5649911758574573,0.8649956052953547,0.7199938781756964,31.406060606060606,7.193939393939394,7.1878787878787875,8.054545454545455,2.684848484848485,2.672727272727273,1.896969696969697,0.12121212121212122,0.12727272727272726,0.503030303030303,0.0,0.0
E10a,van,24-32,sparse,missing,6,0.6961785852909088,0.6664165258407593,54.5,10.0,0.0,10.0,10.0,0.0,0.0,0.27867698421080905,0.6914479037125906,0.5666666666666667,39.5,5.666666666666667,5.666666666666667,11.0,3.6666666666666665,3.6666666666666665,3.5,0.6666666666666666,0.6666666666666666,0.5,0.0,0.0
E10a,van,24-32,sparse,present,131,0.8981965889457528,0.8851577098133,45.83969465648855,10.0,0.0,10.0,10.0,0.0,0.0,0.6588202567045925,0.8742514407361737,0.5297709923664122,34.31297709923664,5.297709923664122,5.297709923664122,8.931297709923664,4.366412213740458,4.366412213740458,2.0076335877862594,0.33587786259541985,0.33587786259541985,0.5877862595419847,0.0,0.0
E10a,van,8-16,dense,missing,34,0.6221166069016737,0.6086784101584378,6.676470588235294,6.411764705882353,0.0,6.382352941176471,4.411764705882353,0.029411764705882353,0.29660364145658263,0.33284466645934363,0.6017852145614047,0.7269119769119768,5.117647058823529,4.882352941176471,3.235294117647059,1.088235294117647,1.0294117647058822,0.8823529411764706,0.4117647058823529,0.4117647058823529,0.2647058823529412,0.058823529411764705,0.058823529411764705,0.029411764705882353
E10a,van,8-16,dense,present,16,0.8079034611582756,0.793196327984333,7.625,7.5625,0.0,7.4375,6.25,0.0,0.16421130952380952,0.3997336560860276,0.805467676371336,0.7465773809523809,5.75,5.5625,4.6875,1.5,1.5,1.1875,0.375,0.375,0.375,0.0,0.0,0.0
E10a,van,8-16,middle,missing,56,0.6562357475715024,0.6456221523029464,8.982142857142858,7.642857142857143,0.0,7.607142857142857,7.285714285714286,0.0,0.03767006802721089,0.33313972263463904,0.6434428931346962,0.7653840702947845,6.785714285714286,5.839285714285714,5.625,1.7678571428571428,1.5178571428571428,1.4107142857142858,0.35714285714285715,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.03571428571428571,0.03571428571428571
E10a,van,8-16,middle,present,110,0.8478359466249292,0.8433786240491,10.181818181818182,8.136363636363637,0.0,8.1,8.00909090909091,0.0,0.011168831168831167,0.4935049982233481,0.841766835342754,0.7811537452446544,7.718181818181818,6.372727272727273,6.3090909090909095,1.8818181818181818,1.4090909090909092,1.3909090909090909,0.45454545454545453,0.2636363636363636,0.2545454545454545,0.12727272727272726,0.05454545454545454,0.05454545454545454
E10a,van,8-16,sparse,missing,12,0.6552577167749405,0.6511975477139155,11.416666666666666,7.5,0.0,7.5,7.5,0.0,0.0,0.37741599169870216,0.6448004196087519,0.766468253968254,8.583333333333334,5.916666666666667,5.916666666666667,2.1666666666666665,1.3333333333333333,1.3333333333333333,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.25,0.08333333333333333,0.08333333333333333
E10a,van,8-16,sparse,present,34,0.8471280003295225,0.8428861586486592,13.911764705882353,9.117647058823529,0.0,9.117647058823529,9.117647058823529,0.0,0.0,0.551717551315532,0.8291065605247722,0.7694677871148459,10.588235294117647,7.0,7.0,2.5,1.8235294117647058,1.8235294117647058,0.5882352941176471,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.058823529411764705,0.058823529411764705
E16a,awning-tricycle,0-8,dense,missing,1,0.4877678453922272,0.4877678453922272,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.3880743384361267,0.4714322388172149,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
