model,class,size_bin,density_bin,raw075_group,n,best_raw_iou,best_raw_iou_P2,in_gt_total,in_gt_cap10,zero_in_gt,tal_preconflict_total,tal_final_total,zero_final_positive,conflict_loss_fraction,target_weight_mean,target_weight_max,p2_final_share,in_gt_P2,tal_preconflict_P2,tal_final_P2,in_gt_P3,tal_preconflict_P3,tal_final_P3,in_gt_P4,tal_preconflict_P4,tal_final_P4,in_gt_P5,tal_preconflict_P5,tal_final_P5
E10a,bus,8-16,sparse,missing,1,0.5658997893333435,0.5658997893333435,7.0,7.0,0.0,6.0,6.0,0.0,0.0,0.1589062809944152,0.5568313002586365,0.8333333333333334,6.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E10a,bus,8-16,sparse,present,2,0.945343554019928,0.8625667989253998,22.5,10.0,0.0,10.0,10.0,0.0,0.0,0.4685550779104233,0.922648161649704,0.75,18.0,7.5,7.5,4.0,2.5,2.5,0.5,0.0,0.0,0.0,0.0,0.0
E10a,car,0-8,dense,missing,274,0.5240828760892805,0.5129809294195071,2.1605839416058394,2.1605839416058394,0.043795620437956206,2.124087591240876,1.77007299270073,0.10583941605839416,0.1515508118956395,0.37399592165436063,0.5052089914071317,0.7778522837706512,1.5985401459854014,1.572992700729927,1.3248175182481752,0.4416058394160584,0.4343065693430657,0.354014598540146,0.09854014598540146,0.0948905109489051,0.07664233576642336,0.021897810218978103,0.021897810218978103,0.014598540145985401
E10a,car,0-8,dense,present,37,0.8026049588177655,0.800418860203511,2.7837837837837838,2.7837837837837838,0.0,2.72972972972973,2.5405405405405403,0.0,0.0490990990990991,0.5203230155480875,0.8004913748921575,0.8099099099099099,2.189189189189189,2.1621621621621623,2.027027027027027,0.4864864864864865,0.4594594594594595,0.43243243243243246,0.08108108108108109,0.08108108108108109,0.08108108108108109,0.02702702702702703,0.02702702702702703,0.0
E10a,car,0-8,middle,missing,224,0.6164120137691498,0.6085154073578971,2.65625,2.65625,0.017857142857142856,2.625,2.607142857142857,0.017857142857142856,0.005681818181818182,0.41801993454044517,0.5912652199579911,0.7413311688311688,1.9508928571428572,1.9196428571428572,1.9107142857142858,0.5401785714285714,0.5401785714285714,0.5357142857142857,0.14285714285714285,0.14285714285714285,0.13839285714285715,0.022321428571428572,0.022321428571428572,0.022321428571428572
E10a,car,0-8,middle,present,155,0.819245384970019,0.8110381541713592,3.529032258064516,3.529032258064516,0.0,3.5161290322580645,3.5161290322580645,0.0,0.0,0.55199154317379,0.8142295825865961,0.7547926267281106,2.664516129032258,2.6516129032258067,2.6516129032258067,0.6838709677419355,0.6838709677419355,0.6838709677419355,0.14838709677419354,0.14838709677419354,0.14838709677419354,0.03225806451612903,0.03225806451612903,0.03225806451612903
E10a,car,0-8,sparse,missing,23,0.5410468649605046,0.5261741248161896,2.4347826086956523,2.4347826086956523,0.08695652173913043,2.3043478260869565,2.3043478260869565,0.08695652173913043,0.0,0.3909545641924654,0.5504773644109567,0.7138321995464852,1.6956521739130435,1.6521739130434783,1.6521739130434783,0.6086956521739131,0.5652173913043478,0.5652173913043478,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.0,0.0
E10a,car,0-8,sparse,present,11,0.8289550922133706,0.8220599564639005,4.545454545454546,4.545454545454546,0.0,4.545454545454546,4.545454545454546,0.0,0.0,0.5953415767713026,0.8219631151719526,0.7725108225108226,3.6363636363636362,3.6363636363636362,3.6363636363636362,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0
E10a,car,16-24,dense,missing,24,0.6648535256584486,0.6541867274791002,17.083333333333332,10.0,0.0,10.0,6.958333333333333,0.0,0.30416666666666664,0.3415721297884981,0.6392563612510761,0.8270171957671958,12.875,8.0,5.791666666666667,3.3333333333333335,1.6666666666666667,0.9166666666666666,0.625,0.2916666666666667,0.20833333333333334,0.25,0.041666666666666664,0.041666666666666664
E10a,car,16-24,dense,present,69,0.8398759235506472,0.828351402628249,19.956521739130434,10.0,0.0,10.0,8.884057971014492,0.0,0.11159420289855072,0.4608283109854961,0.8378417457359425,0.7818589622937449,15.246376811594203,7.855072463768116,7.0144927536231885,3.550724637681159,1.7826086956521738,1.5217391304347827,0.927536231884058,0.36231884057971014,0.3333333333333333,0.2318840579710145,0.0,0.014492753623188406
E10a,car,16-24,middle,missing,168,0.678373912970225,0.6714231194484801,18.55952380952381,9.952380952380953,0.0,9.946428571428571,9.458333333333334,0.0,0.0488095238095238,0.32811118737750106,0.6636638571286485,0.7909297052154196,13.857142857142858,7.886904761904762,7.511904761904762,3.642857142857143,1.8095238095238095,1.7142857142857142,0.8273809523809523,0.22023809523809523,0.20238095238095238,0.23214285714285715,0.02976190476190476,0.02976190476190476
E10a,car,16-24,middle,present,1255,0.8756565680066902,0.8683833207267214,20.981673306772908,9.9800796812749,0.0,9.978486055776893,9.89800796812749,0.0,0.008047808764940238,0.6032731025223713,0.862576772017308,0.8124785418211713,15.825498007968127,8.101195219123506,8.048605577689242,3.9211155378486056,1.7553784860557768,1.7314741035856573,0.9888446215139443,0.11235059760956176,0.10836653386454183,0.24621513944223108,0.009561752988047808,0.009561752988047808
