experiment,seed,purpose,Precision,Recall,mAP50,mAP75,mAP50_95,AP_all,AR_all,AP_small,AR_small,AP_medium,AR_medium,AP_large,AR_large,max_det,prediction_count,parameters,imgsz,state,GFLOPs,training_seconds,training_peak_allocated_GiB,validation_inference_ms_per_image
e11a_probe_yolo11s_p2_cbsg_img1024_seed1,1,e11a_probe_yolo11s_p2_cbsg_img1024_seed1,0.6112805892739053,0.5189848427773439,0.5457647721936794,0.35541456817218015,0.3411147510558329,0.3146523237247592,0.45089272235686567,0.22896510912780155,0.3646992411920174,0.42453462058979835,0.5684200868247278,0.5661072082071776,0.7013884654614744,500,242075,9779262,1024,"post-validation, fused",90.71689728,5279.053558517247,16.160431385040283,6.444341944952081
