mode,AP_all,AP50,AP75,AP_small,AP_medium,AP_large,AR_all,prediction_count,seconds
normal,0.31274600585509366,0.5053555921683978,0.3211361163300774,0.22849729254392792,0.42209176304104845,0.5191761884786478,0.45088634897997965,240732,31.647678889334202
identity,0.31127403773456247,0.505936236062734,0.32003945705574555,0.22783559243903143,0.42067317424554157,0.5190761768463138,0.4516758794375034,246383,14.476344089955091
p3_zero,0.3111816828277133,0.5022830293791003,0.31957722145720746,0.2257633295133239,0.422048152017678,0.5191758474075348,0.44880589120667547,241879,15.164376128464937
p3_shuffle,0.3109167704926348,0.5023427961460214,0.31970984999750224,0.22559833390703468,0.4218653014040922,0.5191760250001443,0.44880338994364743,240790,15.780201621353626
force3,0.312727296490717,0.506072235182258,0.3207346533787773,0.2286385994072576,0.42211963908119415,0.5191028954350576,0.45098348813889827,243543,14.975243154913187
force5,0.3127048086877664,0.5053035159128336,0.3211532207014046,0.22833795060726267,0.42218512725759233,0.5191028954350576,0.45108214716672584,241860,15.131467580795288
force7,0.3119112840068174,0.5034787796217199,0.320446167268123,0.22674799133531365,0.42164232664866863,0.5191757012598904,0.45000877032605374,239928,15.251279465854168
