experiment,seed,purpose,Precision,Recall,mAP50,mAP75,mAP50_95,AP_all,AR_all,AP_small,AR_small,AP_medium,AR_medium,AP_large,AR_large,max_det,prediction_count,parameters,imgsz,state,GFLOPs,training_seconds,training_peak_allocated_GiB,validation_inference_ms_per_image
e9c_probe_yolo11s_p2_agpgalp_img1024_seed1,1,SMOKE2_e9c_probe_yolo11s_p2_agpgalp_img1024_seed1,0.6161927209934486,0.5183805173182294,0.5413365359569344,0.3532757527429623,0.3385081878713732,0.3122368918499404,0.4502129128845068,0.2278618576290935,0.3658587386267316,0.421681482887604,0.568188652830846,0.5191762617716913,0.6453567979958764,500,240965,9674423,1024,"post-validation, fused",88.247631872,403.40157394856215,9.192723274230957,7.382055268670521
