experiment,seed,purpose,Precision,Recall,mAP50,mAP75,mAP50_95,AP_all,AR_all,AP_small,AR_small,AP_medium,AR_medium,AP_large,AR_large,max_det,prediction_count,parameters,imgsz,state,GFLOPs,training_seconds,training_peak_allocated_GiB,validation_inference_ms_per_image
e9c_probe_yolo11s_p2_agpgalp_img1024_seed1,1,e9c_probe_yolo11s_p2_agpgalp_img1024_seed1,0.613683749840432,0.5208263911193444,0.5415589286545277,0.3541233303571617,0.3388614600581109,0.31234510670363264,0.4507083809663204,0.22762556562733333,0.36692501400206623,0.4216869979362776,0.5677812853450647,0.5191757012598904,0.6453567979958764,500,238182,9674423,1024,"post-validation, fused",88.247631872,5382.52418949455,16.0432071685791,7.439338812862869
