model,match_type,scale,metric,n,mean,std,median,p25,p75,p90,min,max
A,oracle_best_same_class_nonexclusive,large,right_error_over_w,1063,0.025448368699680736,0.9623888607185713,0.004206710544879193,-0.004605525974085075,0.014600685200965236,0.035766301258078746,-10.067612123762643,8.008071756867732
A,oracle_best_same_class_nonexclusive,large,top_error_over_h,1063,-0.08525834410728055,0.6254295138747987,-0.0013163249171744072,-0.012707583360077554,0.011556477265066992,0.02875043214136918,-6.971425605247705,4.447867441557054
A,oracle_best_same_class_nonexclusive,large,bottom_error_over_h,1063,-0.10172223867865803,0.7177914915531092,5.100011220032862e-06,-0.010074684600362854,0.014236501477947153,0.03496302846386669,-7.303483061212426,3.978477243376148
A,oracle_best_same_class_nonexclusive,large,fraction_iou_ge_0.50,1068,0.9260299625468165,,,,,,,
A,oracle_best_same_class_nonexclusive,large,fraction_iou_ge_0.55,1068,0.9241573033707865,,,,,,,
A,oracle_best_same_class_nonexclusive,large,fraction_iou_ge_0.60,1068,0.9194756554307116,,,,,,,
A,oracle_best_same_class_nonexclusive,large,fraction_iou_ge_0.65,1068,0.9185393258426966,,,,,,,
A,oracle_best_same_class_nonexclusive,large,fraction_iou_ge_0.70,1068,0.9063670411985019,,,,,,,
A,oracle_best_same_class_nonexclusive,large,fraction_iou_ge_0.75,1068,0.8857677902621723,,,,,,,
A,oracle_best_same_class_nonexclusive,large,fraction_iou_ge_0.80,1068,0.8614232209737828,,,,,,,
A,oracle_best_same_class_nonexclusive,large,fraction_iou_ge_0.85,1068,0.8202247191011236,,,,,,,
A,oracle_best_same_class_nonexclusive,large,fraction_iou_ge_0.90,1068,0.7312734082397003,,,,,,,
A,oracle_best_same_class_nonexclusive,large,fraction_iou_ge_0.95,1068,0.4447565543071161,,,,,,,
REF,score_ordered_one_to_one_iou0.50,small,matched_iou,21038,0.7418379008336541,0.11367546029396965,0.7527766431297459,0.6565211906353666,0.8320674469434526,0.8855868295140557,0.500144426683598,0.9843950109971722
REF,score_ordered_one_to_one_iou0.50,small,score,21038,0.4447140142873826,0.24447038137923288,0.4910280704498291,0.2320384681224823,0.6526749134063721,0.743008178472519,0.0010595305357128382,0.8728534579277039
REF,score_ordered_one_to_one_iou0.50,small,abs_center_dx_over_w,21038,0.06585741308026329,0.0609140377748325,0.04730224968475848,0.020712209063997365,0.09280425625524333,0.15012692144607725,4.9906012645560785e-06,0.42109885432842115
REF,score_ordered_one_to_one_iou0.50,small,abs_center_dy_over_h,21038,0.055782877552220125,0.053899444263779246,0.038951456350460045,0.017168083405984812,0.07655564099295084,0.12848790882106323,2.191999066016879e-06,0.3755231508380511
REF,score_ordered_one_to_one_iou0.50,small,center_dx_over_w,21038,0.018273319443955428,0.08782826795603632,0.016963500740840364,-0.026199495043266928,0.06480504625688854,0.12493413770012263,-0.42109885432842115,0.41190098359021227
REF,score_ordered_one_to_one_iou0.50,small,center_dy_over_h,21038,0.006851060119853692,0.07726540296396815,0.00522646010441846,-0.03226670772900377,0.04533030643751046,0.09789851362888681,-0.3372749893000518,0.3755231508380511
REF,score_ordered_one_to_one_iou0.50,small,abs_log_w_ratio,21038,0.1316508450592355,0.11421502527933797,0.0985781256795064,0.04382037546260664,0.18991712839759528,0.2951133293763731,2.117021058615334e-05,0.6538987699325622
REF,score_ordered_one_to_one_iou0.50,small,abs_log_h_ratio,21038,0.10160900652136647,0.09041320847622376,0.07667463508720504,0.0344782123025377,0.14274038376769424,0.2247195302511683,7.096799375676929e-06,0.6318919144529362
REF,score_ordered_one_to_one_iou0.50,small,log_w_ratio,21038,0.04169119229803184,0.16923020265052918,0.03403847497260444,-0.05622883957177811,0.1383350963244893,0.2570780254104789,-0.6339149553033239,0.6538987699325622
REF,score_ordered_one_to_one_iou0.50,small,log_h_ratio,21038,0.02438035836998223,0.13380783459489742,0.017844424268100297,-0.05529498217451784,0.09804631808799047,0.19014527753671975,-0.6318919144529362,0.6311349160633548
REF,score_ordered_one_to_one_iou0.50,small,abs_left_error_over_w,21038,0.08878916738500009,0.08965117757426912,0.06185486254574275,0.026666996027976498,0.12135354364400265,0.20254557207974927,0.0,0.8037489910259533
REF,score_ordered_one_to_one_iou0.50,small,abs_right_error_over_w,21038,0.09633016346729444,0.09662989429876705,0.06626103746235912,0.028412725609691,0.1314508513601955,0.22263283825161473,0.0,0.7995045938106927
REF,score_ordered_one_to_one_iou0.50,small,abs_top_error_over_h,21038,0.06950044923026162,0.07520375368683081,0.045489123962721464,0.019332560136809875,0.09245346527870334,0.1612176013039887,0.0,0.70207519980458
REF,score_ordered_one_to_one_iou0.50,small,abs_bottom_error_over_h,21038,0.07661300044907804,0.07987146120472406,0.05170730778979181,0.023052783547858342,0.10212766545696524,0.17421072539969723,0.0,0.7412516296640436
REF,score_ordered_one_to_one_iou0.50,small,left_error_over_w,21038,-0.010597052325036445,0.12573206578830692,-0.0011650642054221016,-0.06529950846102567,0.058617711199499156,0.12713031902146707,-0.8037489910259533,0.4351240099578168
REF,score_ordered_one_to_one_iou0.50,small,right_error_over_w,21038,0.0471436912129474,0.12804026415407313,0.03268827384762725,-0.02262336280669624,0.10460124157635951,0.20282243238426156,-0.41026074839175697,0.7995045938106927
REF,score_ordered_one_to_one_iou0.50,small,top_error_over_h,21038,-0.010159478638993113,0.10189554458160344,-0.003107228619988403,-0.05040277050677366,0.040995408841208746,0.09839400772344525,-0.70207519980458,0.43443415566513616
REF,score_ordered_one_to_one_iou0.50,small,bottom_error_over_h,21038,0.023861598878700447,0.10807231954455394,0.013981244591302134,-0.034648574134152,0.06913552844671272,0.14736998019159275,-0.42764555049310654,0.7412516296640436
REF,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.50,21038,1.0,,,,,,,
REF,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.55,21038,0.9380644547960832,,,,,,,
REF,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.60,21038,0.8587318186139367,,,,,,,
REF,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.65,21038,0.7627626200209146,,,,,,,
REF,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.70,21038,0.64972906169788,,,,,,,
REF,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.75,21038,0.5071299553189467,,,,,,,
REF,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.80,21038,0.35302785435877937,,,,,,,
REF,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.85,21038,0.19574104002281587,,,,,,,
REF,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.90,21038,0.07011122730297557,,,,,,,
REF,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.95,21038,0.008270748169978135,,,,,,,
REF,score_ordered_one_to_one_iou0.50,medium,matched_iou,10087,0.8530005871299311,0.10407458064405087,0.8841471062187918,0.8057454971184799,0.9300480516833802,0.9545061370106221,0.5009161561186861,0.9923303966892116
REF,score_ordered_one_to_one_iou0.50,medium,score,10087,0.6865138305165949,0.22739946667673439,0.7787672877311707,0.6109631359577179,0.844118058681488,0.874154794216156,0.0011649772059172392,0.9219281077384949
REF,score_ordered_one_to_one_iou0.50,medium,abs_center_dx_over_w,10087,0.03224279954093721,0.04093668184658887,0.017060149728379423,0.00722313343423734,0.0397214732366404,0.08266714372048733,2.6472121510314454e-07,0.39570981319084814
REF,score_ordered_one_to_one_iou0.50,medium,abs_center_dy_over_h,10087,0.03180724033670147,0.038977774676320166,0.018685377288640087,0.007688520815442546,0.03994000969428255,0.07721867445545419,3.879336137702791e-06,0.35833364440654003
REF,score_ordered_one_to_one_iou0.50,medium,center_dx_over_w,10087,0.0042006462283097025,0.05194000976232568,0.004241369024446927,-0.01159321975677461,0.021513935206563882,0.05424499014489824,-0.39570981319084814,0.33351534062174326
REF,score_ordered_one_to_one_iou0.50,medium,center_dy_over_h,10087,0.0017237607719347756,0.05027918162973432,0.0009715064675595253,-0.01696012295031505,0.020685019057232627,0.04963227646107489,-0.35356092815318463,0.35833364440654003
REF,score_ordered_one_to_one_iou0.50,medium,abs_log_w_ratio,10087,0.06702036449252571,0.08068314662479245,0.03793608713341442,0.015379326618886302,0.0860917531003468,0.16919193642272415,1.2660649832862202e-06,0.6747554813836899
REF,score_ordered_one_to_one_iou0.50,medium,abs_log_h_ratio,10087,0.06395345685949866,0.07222483913032457,0.03942983362568447,0.01692511502959157,0.08229347421483947,0.15244138039503746,7.2923757823630784e-06,0.5984943178814702
REF,score_ordered_one_to_one_iou0.50,medium,log_w_ratio,10087,0.0002463147693758543,0.10488774349285594,0.005046600329139888,-0.033499933144894425,0.040951515104568056,0.10087451201053796,-0.6747554813836899,0.6170362868504046
REF,score_ordered_one_to_one_iou0.50,medium,log_h_ratio,10087,0.0036805753899491725,0.09639982052099434,0.0050156327538611765,-0.03578151727625077,0.04239672537860745,0.1010709181832297,-0.5984943178814702,0.5549067421685343
REF,score_ordered_one_to_one_iou0.50,medium,abs_left_error_over_w,10087,0.043021643982106325,0.06123933276161851,0.02133997119546588,0.008932373741230046,0.04966332815871579,0.10795355872157275,0.0,0.8224232473615185
REF,score_ordered_one_to_one_iou0.50,medium,abs_right_error_over_w,10087,0.04326354469638751,0.059466241525763096,0.022490217864716746,0.009176305321988435,0.05056144545619001,0.10933451471567587,0.0,0.6331736727474682
REF,score_ordered_one_to_one_iou0.50,medium,abs_top_error_over_h,10087,0.04080568669771897,0.05552496652368229,0.02194204755389796,0.009501985390504734,0.04875642569040639,0.09682450964220052,0.0,0.699667695269475
REF,score_ordered_one_to_one_iou0.50,medium,abs_bottom_error_over_h,10087,0.04383232321517712,0.0573067832889145,0.025362195635558808,0.011275804147077935,0.05307570580086906,0.10178598015270252,0.0,0.6739396917636815
REF,score_ordered_one_to_one_iou0.50,medium,left_error_over_w,10087,0.001340321941615142,0.07482861260977763,0.001069571190909846,-0.019675901738984675,0.022900956949360514,0.06454935386631962,-0.8224232473615185,0.422933260792315
REF,score_ordered_one_to_one_iou0.50,medium,right_error_over_w,10087,0.007060970515004275,0.07319911800208355,0.00677936217866071,-0.012605759406631063,0.02914539266486608,0.06754085179205933,-0.4078365944575088,0.6331736727474682
REF,score_ordered_one_to_one_iou0.50,medium,top_error_over_h,10087,-0.0024641078207769,0.0688625743562933,-0.0014979214297612161,-0.023071610830943105,0.02088531127826762,0.05865737943225593,-0.699667695269475,0.42087720084460584
REF,score_ordered_one_to_one_iou0.50,medium,bottom_error_over_h,10087,0.005911629364646436,0.07190544212796007,0.0029941677359776,-0.021415910126310563,0.029236934236438986,0.0688370919116812,-0.4264157392388007,0.6739396917636815
REF,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.50,10087,1.0,,,,,,,
REF,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.55,10087,0.983840586894022,,,,,,,
REF,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.60,10087,0.9634182611281847,,,,,,,
REF,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.65,10087,0.9339744225240408,,,,,,,
REF,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.70,10087,0.8964013086150491,,,,,,,
REF,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.75,10087,0.8417765440666204,,,,,,,
REF,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.80,10087,0.7626648160999306,,,,,,,
REF,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.85,10087,0.6334886487558243,,,,,,,
REF,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.90,10087,0.4259938534747695,,,,,,,
REF,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.95,10087,0.12877961732923565,,,,,,,
REF,score_ordered_one_to_one_iou0.50,large,matched_iou,988,0.9235544721698247,0.07366719264063767,0.9478907307668851,0.913660238351963,0.9667471978081599,0.9769171706428532,0.5180789097393338,0.9941207132596908
REF,score_ordered_one_to_one_iou0.50,large,score,988,0.8268006369952293,0.17610485714057797,0.8928161263465881,0.8431091755628586,0.9122458845376968,0.9200026452541352,0.0016021248884499073,0.9726373553276062
REF,score_ordered_one_to_one_iou0.50,large,abs_center_dx_over_w,988,0.014644461098141668,0.02346949607061546,0.007148522194848886,0.0029360785593332585,0.015354284142832374,0.03487346268788069,4.260047015720543e-06,0.28489545009637773
REF,score_ordered_one_to_one_iou0.50,large,abs_center_dy_over_h,988,0.01713943991773841,0.028012863333979135,0.008362620266610533,0.003938520715966254,0.01760835814398097,0.038681897796325075,7.84782992920949e-05,0.22206870745147056
REF,score_ordered_one_to_one_iou0.50,large,center_dx_over_w,988,0.0007012590917553104,0.027654759488193886,0.001173672438493669,-0.005377514433570328,0.008521859913841237,0.02052048488209561,-0.28489545009637773,0.13353697674897444
REF,score_ordered_one_to_one_iou0.50,large,center_dy_over_h,988,0.0006810850377552101,0.032833169753060755,0.0006886365780468892,-0.007326884407377252,0.009340135310913442,0.02276975371669602,-0.2177611179112803,0.22206870745147056
REF,score_ordered_one_to_one_iou0.50,large,abs_log_w_ratio,988,0.030944367485782512,0.04904008520622044,0.015664862787941117,0.006579381621329639,0.03294447708383599,0.07082712431477452,4.074027238319549e-05,0.47291304511879656
REF,score_ordered_one_to_one_iou0.50,large,abs_log_h_ratio,988,0.03597255980134434,0.05483056857876948,0.018509889746542062,0.0075878441707816465,0.0380473174578734,0.08777543319645478,4.468669739224868e-05,0.5085472581505794
REF,score_ordered_one_to_one_iou0.50,large,log_w_ratio,988,0.002219693289697343,0.05794442853137985,0.0036742911151151463,-0.010526141043862116,0.02010901674357035,0.04555299477461096,-0.47291304511879656,0.4100780944610706
REF,score_ordered_one_to_one_iou0.50,large,log_h_ratio,988,0.002042897520604692,0.06554573120389111,0.0034398571350737293,-0.014293195257165773,0.021779995845253697,0.051531430525989796,-0.5085472581505794,0.3906146904840929
REF,score_ordered_one_to_one_iou0.50,large,abs_left_error_over_w,988,0.019841071168365133,0.03807624363500204,0.009019411742129897,0.0037730640743597714,0.020325865903177504,0.04288700136618931,0.0,0.5118350560925312
REF,score_ordered_one_to_one_iou0.50,large,abs_right_error_over_w,988,0.01860868820343294,0.030930345778110862,0.009531421979524276,0.003890772683885384,0.01847836259810253,0.04068470046610358,0.0,0.291929842475623
REF,score_ordered_one_to_one_iou0.50,large,abs_top_error_over_h,988,0.020591655972723905,0.03292936410553074,0.01119157096171725,0.0052950470560537794,0.022171760018140016,0.042478331272910924,0.0,0.3393961654517691
REF,score_ordered_one_to_one_iou0.50,large,abs_bottom_error_over_h,988,0.02460608368123959,0.04594449026105443,0.011157590823488616,0.0038070878731506393,0.023705247567509486,0.05282696218978669,0.0,0.4232680232326932
REF,score_ordered_one_to_one_iou0.50,large,left_error_over_w,988,-0.0012323026693655942,0.04291794338725048,-0.000712158823342617,-0.009790110308068726,0.008385569202708339,0.024052827816184896,-0.5118350560925312,0.25874997599228666
REF,score_ordered_one_to_one_iou0.50,large,right_error_over_w,988,0.002634820852876222,0.03600037896577386,0.0034503739409681216,-0.0046177118314582955,0.013580073690966315,0.025990790585252024,-0.291929842475623,0.24558852673520282
REF,score_ordered_one_to_one_iou0.50,large,top_error_over_h,988,-0.0013938028641617584,0.03881258339339816,-0.0018978645899386825,-0.012434390376148229,0.010122870922728606,0.0247544446361591,-0.3148213945355885,0.3393961654517691
REF,score_ordered_one_to_one_iou0.50,large,bottom_error_over_h,988,0.0027559729396721983,0.052045750572280974,0.0005238452160693717,-0.00729731546122207,0.014907375814334208,0.034493285275634264,-0.4010985507246418,0.4232680232326932
REF,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.50,988,1.0,,,,,,,
REF,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.55,988,0.9989878542510121,,,,,,,
REF,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.60,988,0.9908906882591093,,,,,,,
REF,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.65,988,0.9817813765182186,,,,,,,
REF,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.70,988,0.97165991902834,,,,,,,
REF,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.75,988,0.9524291497975709,,,,,,,
REF,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.80,988,0.9321862348178138,,,,,,,
REF,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.85,988,0.8866396761133604,,,,,,,
REF,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.90,988,0.7925101214574899,,,,,,,
REF,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.95,988,0.4757085020242915,,,,,,,
A,score_ordered_one_to_one_iou0.50,small,matched_iou,21103,0.7428572078620257,0.11407256934078679,0.7549213300259602,0.6569595991921147,0.8339318461704794,0.8868771603845362,0.500032560169567,0.9829368177039444
A,score_ordered_one_to_one_iou0.50,small,score,21103,0.4510723718065123,0.24590892334349,0.4966593384742737,0.2386206015944481,0.6609891951084137,0.7530550360679626,0.0010752815287560225,0.8772616982460022
A,score_ordered_one_to_one_iou0.50,small,abs_center_dx_over_w,21103,0.06534081020004906,0.060460297414486865,0.046839919270834404,0.020286238922937645,0.09245857557568168,0.14994377785326599,1.4474005301101144e-05,0.4301392791253642
A,score_ordered_one_to_one_iou0.50,small,abs_center_dy_over_h,21103,0.05552125685827351,0.054215808672380336,0.03840197098713613,0.01680401740441856,0.07618426623812057,0.12828869161482132,3.6470965588844627e-06,0.39937433185340865
A,score_ordered_one_to_one_iou0.50,small,center_dx_over_w,21103,0.01811581862823342,0.08715897060243423,0.01655654147216905,-0.025809092755081295,0.0641031382916818,0.12379953099592939,-0.4242955647729137,0.4301392791253642
A,score_ordered_one_to_one_iou0.50,small,center_dy_over_h,21103,0.006625988123976264,0.0773179161288214,0.004877325097354202,-0.032586989082066586,0.04466301917994945,0.09792782485111019,-0.38777871473752495,0.39937433185340865
A,score_ordered_one_to_one_iou0.50,small,abs_log_w_ratio,21103,0.13049127878795855,0.11332886171780789,0.09838072591117304,0.043528390064789424,0.18739979007796403,0.29422214984273054,2.050318782325911e-05,0.6630577706119611
A,score_ordered_one_to_one_iou0.50,small,abs_log_h_ratio,21103,0.10095124758012809,0.09039350172703588,0.07488541867124453,0.03372760048913822,0.1416205871665308,0.22632607082006573,1.7476117827693818e-06,0.6467126037074472
A,score_ordered_one_to_one_iou0.50,small,log_w_ratio,21103,0.03745153475926098,0.1687269607447091,0.030975601274978823,-0.059365613846580054,0.13346275517224748,0.25312426043218084,-0.6402599066046393,0.6630577706119611
A,score_ordered_one_to_one_iou0.50,small,log_h_ratio,21103,0.0219422457031133,0.13371865014261908,0.01613082642753821,-0.05641916940531699,0.09459748627325315,0.18694901780010087,-0.5269575196824936,0.6467126037074472
A,score_ordered_one_to_one_iou0.50,small,abs_left_error_over_w,21103,0.08869206472164215,0.08889455654905992,0.06167483312605303,0.026989080165991546,0.12105460379112504,0.2011272305437212,0.0,0.851765881230489
A,score_ordered_one_to_one_iou0.50,small,abs_right_error_over_w,21103,0.09483973029464539,0.09454783224525853,0.06532680406972138,0.0284853529418188,0.12952841225531803,0.2198328229236693,0.0,0.8539691462036925
A,score_ordered_one_to_one_iou0.50,small,abs_top_error_over_h,21103,0.06906158063818073,0.07473960525741347,0.044752704016501686,0.019120803907814978,0.09201748983073747,0.1621716269021304,0.0,0.7896212881068414
A,score_ordered_one_to_one_iou0.50,small,abs_bottom_error_over_h,21103,0.07623720584959373,0.08013615903229145,0.05160395626296976,0.02289492433453755,0.10098634945832052,0.1742103054879663,0.0,0.7749383225959766
A,score_ordered_one_to_one_iou0.50,small,left_error_over_w,21103,-0.00845704460270854,0.1252876806602699,0.0005828361296461266,-0.06326585245072422,0.06046867914611791,0.12982846253407526,-0.851765881230489,0.4457961720108225
A,score_ordered_one_to_one_iou0.50,small,right_error_over_w,21103,0.044688681859175496,0.12624099468210803,0.031021869258745033,-0.02502354027446052,0.1015552665684325,0.20011497953935758,-0.4142561381694837,0.8539691462036925
A,score_ordered_one_to_one_iou0.50,small,top_error_over_h,21103,-0.009117337677222646,0.10135277336095654,-0.0027709837716132506,-0.0483963236509901,0.0411739032251699,0.09887527787198994,-0.7896212881068414,0.4429372175699545
A,score_ordered_one_to_one_iou0.50,small,bottom_error_over_h,21103,0.022369313925175122,0.10832141678688939,0.012578299091049506,-0.03613381803919774,0.06737824205970344,0.1461562530975919,-0.3954720760243496,0.7749383225959766
A,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.50,21103,1.0,,,,,,,
A,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.55,21103,0.9359806662559825,,,,,,,
A,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.60,21103,0.8607780884234469,,,,,,,
A,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.65,21103,0.7644410747287116,,,,,,,
A,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.70,21103,0.6520399943136047,,,,,,,
A,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.75,21103,0.5140501350518883,,,,,,,
A,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.80,21103,0.35644221200777143,,,,,,,
A,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.85,21103,0.20191441975074634,,,,,,,
A,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.90,21103,0.0724067668104061,,,,,,,
A,score_ordered_one_to_one_iou0.50,small,fraction_iou_ge_0.95,21103,0.008055726673932615,,,,,,,
A,score_ordered_one_to_one_iou0.50,medium,matched_iou,10095,0.8530321055716574,0.10453677128394319,0.8841334197953504,0.8058302483390919,0.9298765171784851,0.954742223426545,0.5005032096785204,0.9920691540271137
A,score_ordered_one_to_one_iou0.50,medium,score,10095,0.6978354834258274,0.22526165070344448,0.786612868309021,0.6325204968452454,0.8521521687507629,0.8803447842597961,0.0010535145411267877,0.9230936765670776
A,score_ordered_one_to_one_iou0.50,medium,abs_center_dx_over_w,10095,0.03205271794969008,0.0405643263329851,0.01665576995407322,0.006972159408803745,0.039821449537592,0.08280256609047809,3.779998239675729e-06,0.3412794633345119
A,score_ordered_one_to_one_iou0.50,medium,abs_center_dy_over_h,10095,0.031713601344896786,0.039084543048073385,0.018491204200733514,0.007711897720136117,0.03984585693742835,0.07592017165722936,1.9661406597218706e-06,0.412934704615907
A,score_ordered_one_to_one_iou0.50,medium,center_dx_over_w,10095,0.00498130160667341,0.05145899273319141,0.004460379381625777,-0.01106587727444298,0.02179583676514294,0.05549967123483857,-0.3376616793651936,0.3412794633345119
A,score_ordered_one_to_one_iou0.50,medium,center_dy_over_h,10095,0.0018217413154358701,0.050299456002221084,0.0013050627691408724,-0.016527075393030687,0.020619773840027465,0.05040596004613031,-0.3552641043008166,0.412934704615907
A,score_ordered_one_to_one_iou0.50,medium,abs_log_w_ratio,10095,0.06736073274186889,0.081662412676907,0.03793221558944808,0.015384249917603047,0.08476445181079345,0.1703840800904687,4.5122508680592305e-06,0.6542936616128893
A,score_ordered_one_to_one_iou0.50,medium,abs_log_h_ratio,10095,0.06328959103207918,0.07161443842522473,0.03923984235323751,0.017163946637255026,0.08204364367441298,0.14906271372535349,2.3796544499025926e-05,0.6666210802279972
A,score_ordered_one_to_one_iou0.50,medium,log_w_ratio,10095,-0.0027088692050098204,0.10582476074797004,0.0027321902769522487,-0.03656065492224662,0.03912305068159879,0.09707070871638956,-0.6542936616128893,0.6293171683294859
A,score_ordered_one_to_one_iou0.50,medium,log_h_ratio,10095,0.000781385909589971,0.09556981510931385,0.002516720945088203,-0.037042724695568574,0.041429679347674234,0.0954867145214888,-0.5973380725385903,0.6666210802279972
A,score_ordered_one_to_one_iou0.50,medium,abs_left_error_over_w,10095,0.043071454991708884,0.06044561204443456,0.02189978313172103,0.009084525483515012,0.04984216949390541,0.10881066071430688,0.0,0.7257764166977709
A,score_ordered_one_to_one_iou0.50,medium,abs_right_error_over_w,10095,0.042828794633052655,0.05957763008564937,0.022665468121145817,0.009177621063450742,0.049545270881258846,0.10546471075444802,0.0,0.7048071658972431
A,score_ordered_one_to_one_iou0.50,medium,abs_top_error_over_h,10095,0.04032466073572186,0.0544387062915062,0.02225247108454302,0.009519992145336326,0.047432024777999245,0.09474815316607263,0.0,0.6546049864673794
A,score_ordered_one_to_one_iou0.50,medium,abs_bottom_error_over_h,10095,0.043941874109570254,0.05727653888372699,0.025428919432392463,0.010894726672847108,0.053095031482495794,0.10297882111243167,0.0,0.8867573310259237
A,score_ordered_one_to_one_iou0.50,medium,left_error_over_w,10095,0.003570760367223882,0.07413549703703995,0.001954884667028043,-0.019203807018652385,0.02486464766556972,0.06628880296787451,-0.7257764166977709,0.4812291733922325
A,score_ordered_one_to_one_iou0.50,medium,right_error_over_w,10095,0.00639184284612295,0.07309544446388666,0.0062297421774500025,-0.013728889058864288,0.029084674961884674,0.06587598567568952,-0.4281111358055176,0.7048071658972431
A,score_ordered_one_to_one_iou0.50,medium,top_error_over_h,10095,-0.0008615049596303641,0.06774148518705858,-0.0006633375935927671,-0.02221245420093921,0.02230728149157385,0.0597618130004225,-0.6546049864673794,0.432077731535748
A,score_ordered_one_to_one_iou0.50,medium,bottom_error_over_h,10095,0.00450498759050209,0.07204994999005783,0.00211731286794571,-0.02232491578552161,0.028668937867612238,0.06904267787197697,-0.41733126644179275,0.8867573310259237
A,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.50,10095,1.0,,,,,,,
A,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.55,10095,0.9814759782070331,,,,,,,
A,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.60,10095,0.9613670133729569,,,,,,,
A,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.65,10095,0.9349182763744428,,,,,,,
A,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.70,10095,0.8944031698860823,,,,,,,
A,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.75,10095,0.8426944031698861,,,,,,,
A,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.80,10095,0.7614660723130262,,,,,,,
A,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.85,10095,0.637444279346211,,,,,,,
A,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.90,10095,0.4267459138187221,,,,,,,
A,score_ordered_one_to_one_iou0.50,medium,fraction_iou_ge_0.95,10095,0.1279841505695889,,,,,,,
A,score_ordered_one_to_one_iou0.50,large,matched_iou,988,0.9210517414902483,0.08121315748817773,0.9482314436429163,0.9125566775401013,0.9673388510792099,0.978666354995367,0.5015026696570594,0.9978512374113128
A,score_ordered_one_to_one_iou0.50,large,score,988,0.8364240650991581,0.16731744240294327,0.8994291722774506,0.8554481863975525,0.9136512726545334,0.9222772419452667,0.004157785791903734,0.9880586266517639
A,score_ordered_one_to_one_iou0.50,large,abs_center_dx_over_w,988,0.015592190015029655,0.024780807282034474,0.006894599976200138,0.003416240292760957,0.015432772691836417,0.03768156317551541,2.1783563886596597e-05,0.22937138526823123
A,score_ordered_one_to_one_iou0.50,large,abs_center_dy_over_h,988,0.0181467845701555,0.030810603721649524,0.007732724622749983,0.003865528559221513,0.017138205696863123,0.04248370469942841,2.35649031135942e-05,0.26353564337686647
A,score_ordered_one_to_one_iou0.50,large,center_dx_over_w,988,0.0018356062032924174,0.029220461133947866,0.0018570845873170508,-0.00528631141291659,0.008527676140736917,0.020767154617056863,-0.22937138526823123,0.16978861101082754
A,score_ordered_one_to_one_iou0.50,large,center_dy_over_h,988,0.0029323204859747023,0.035637067619203606,0.001834390690888487,-0.005619451401327447,0.010628710581216397,0.024268571216834834,-0.26353564337686647,0.24068207109321274
