model,match_type,scale,metric,n,mean,std,median,p25,p75,p90,min,max
REF,oracle_best_same_class_nonexclusive,small,abs_top_error_over_h,26518,1.9501049451062866,7.815866220434932,0.0598708402294112,0.024056007913572798,0.1508081135727727,2.1009870057087374,0.0,150.2776464161413
REF,oracle_best_same_class_nonexclusive,small,abs_bottom_error_over_h,26518,2.1660104730614576,8.729234707061657,0.06504544584482475,0.027407491024818823,0.15918454419769498,2.2893246627063797,0.0,168.92598051838874
REF,oracle_best_same_class_nonexclusive,small,left_error_over_w,26518,-0.009839545238014197,16.9097999976895,-0.004402398982842718,-0.09080399163717628,0.0669145482395536,0.1955379136602341,-335.2427506762324,406.49730784344433
REF,oracle_best_same_class_nonexclusive,small,right_error_over_w,26518,0.3024382761044689,16.847379971839885,0.034458658952218696,-0.03268729011726612,0.13223601317048747,0.40105565989360875,-323.90997336576567,420.35154709394726
REF,oracle_best_same_class_nonexclusive,small,top_error_over_h,26518,1.584719310168362,7.898059178092004,0.0015843271755471454,-0.05441716967823653,0.06647831136116145,0.5542008163021858,-74.58764600908427,150.2776464161413
REF,oracle_best_same_class_nonexclusive,small,bottom_error_over_h,26518,1.8405385181843115,8.803610503847931,0.022510583462668647,-0.0332925234531253,0.10758592241048251,0.8444339144821469,-74.176952080096,168.92598051838874
REF,oracle_best_same_class_nonexclusive,small,fraction_iou_ge_0.50,26586,0.7948920484465508,,,,,,,
REF,oracle_best_same_class_nonexclusive,small,fraction_iou_ge_0.55,26586,0.7626946513202437,,,,,,,
REF,oracle_best_same_class_nonexclusive,small,fraction_iou_ge_0.60,26586,0.7183856164898819,,,,,,,
REF,oracle_best_same_class_nonexclusive,small,fraction_iou_ge_0.65,26586,0.6554201459414729,,,,,,,
REF,oracle_best_same_class_nonexclusive,small,fraction_iou_ge_0.70,26586,0.5683442413300234,,,,,,,
REF,oracle_best_same_class_nonexclusive,small,fraction_iou_ge_0.75,26586,0.44752877454299256,,,,,,,
REF,oracle_best_same_class_nonexclusive,small,fraction_iou_ge_0.80,26586,0.3065899345520199,,,,,,,
REF,oracle_best_same_class_nonexclusive,small,fraction_iou_ge_0.85,26586,0.16448506732866922,,,,,,,
REF,oracle_best_same_class_nonexclusive,small,fraction_iou_ge_0.90,26586,0.057323403294967275,,,,,,,
REF,oracle_best_same_class_nonexclusive,small,fraction_iou_ge_0.95,26586,0.0067328669224403824,,,,,,,
REF,oracle_best_same_class_nonexclusive,medium,best_iou,11105,0.7888589981531999,0.24674735793936753,0.8735501766273025,0.7784496767453714,0.9265362244567921,0.952938288830333,0.0,0.9923303966892116
REF,oracle_best_same_class_nonexclusive,medium,score,11065,0.6561572407611124,0.2642950878244496,0.7708011865615845,0.573194146156311,0.8423987627029419,0.8739035725593567,0.001035213004797697,0.9357328414916992
REF,oracle_best_same_class_nonexclusive,medium,abs_center_dx_over_w,11065,0.4924148223696579,2.4220613042623707,0.01933065281069339,0.007942646759262208,0.05027245957668522,0.13843455136906918,2.6472121510314454e-07,38.465519051603145
REF,oracle_best_same_class_nonexclusive,medium,abs_center_dy_over_h,11065,0.3083410467796153,1.4840681109856069,0.02110270390227784,0.008351215034451203,0.04857804680741033,0.12768182049879054,3.879336137702791e-06,35.49352033039722
REF,oracle_best_same_class_nonexclusive,medium,center_dx_over_w,11065,-0.03900460426379481,2.4713016731554047,0.004236147529989701,-0.014029766668114731,0.02419672653609564,0.06933140842581573,-38.465519051603145,32.85341104320968
REF,oracle_best_same_class_nonexclusive,medium,center_dy_over_h,11065,0.012357063403351047,1.5157109428111886,0.0005059890975253904,-0.020124796324276818,0.021915907019312297,0.05918137115146958,-23.716760385827463,35.49352033039722
REF,oracle_best_same_class_nonexclusive,medium,abs_log_w_ratio,11065,0.10016681978704163,0.18594631167894057,0.04197956169561006,0.01691028060901941,0.10246446659435735,0.22509325779571954,1.2660649832862202e-06,2.336689443038459
