experiment,seed,purpose,Precision,Recall,mAP50,mAP75,mAP50_95,AP_all,AR_all,AP_small,AR_small,AP_medium,AR_medium,AP_large,AR_large,max_det,prediction_count,parameters,imgsz,state,GFLOPs,training_seconds,training_peak_allocated_GiB,validation_inference_ms_per_image
e8b_yolo11s_p2_p3sde_img1024_seed1,1,e8b_yolo11s_p2_p3sde_img1024_seed1,0.616362390219979,0.5154314526538986,0.5442528196873688,0.3539199195112991,0.3408273395436763,0.310678129099443,0.45046680533511496,0.2267089282316704,0.3676262988918974,0.42095851286386393,0.563363521170209,0.5121698450523021,0.6619020982184958,500,245545,9752690,1024,"post-validation, fused",89.21350144,46268.86102024838,20.739635467529297,6.895596528575368
