                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5621,                 1.6871,                 1.0154,                0.32055,                0.26231,                0.23307,                0.13176,                 1.4265,                 1.1632,                0.93758,               0.070074,              0.0033251,              0.0033251
                      2,                 1.4954,                 1.2224,                0.95494,                0.34102,                0.26833,                0.23708,                0.13299,                 1.4699,                 1.1659,                 0.9405,               0.040074,               0.006658,               0.006658
                      3,                 1.5413,                 1.2323,                0.96034,                0.34284,                0.27977,                0.24681,                0.13886,                 1.4555,                 1.1627,                0.94326,               0.010072,              0.0099893,              0.0099893
                      4,                 1.5449,                 1.2112,                0.96399,                0.33974,                0.27689,                0.25284,                0.14223,                 1.4468,                 1.1944,                0.94492,              0.0099945,              0.0099945,              0.0099945
                      5,                 1.5165,                 1.1835,                0.95749,                0.37043,                 0.2951,                0.26876,                0.15187,                 1.4419,                 1.1321,                0.93734,              0.0099902,              0.0099902,              0.0099902
                      6,                 1.4916,                 1.1407,                0.94864,                0.38136,                0.28821,                0.27179,                0.15288,                 1.4423,                 1.1005,                 0.9421,              0.0099847,              0.0099847,              0.0099847
                      7,                 1.4599,                  1.115,                0.94515,                0.40148,                0.31893,                0.29804,                0.16896,                 1.3843,                 1.0746,                0.92574,               0.009978,               0.009978,               0.009978
                      8,                 1.4468,                 1.0973,                0.93858,                0.38612,                0.31553,                0.29414,                0.16704,                 1.3967,                 1.0795,                0.93492,              0.0099701,              0.0099701,              0.0099701
                      9,                 1.4798,                 1.1426,                0.94976,                0.31202,                  0.296,                0.19469,                0.11729,                 1.5792,                 2.5694,                0.99565,               0.009961,               0.009961,               0.009961
                     10,                 1.6446,                 1.3303,                 1.0124,                0.43804,                0.31463,                0.31292,                0.18167,                 1.5791,                 1.3235,                  1.023,              0.0099506,              0.0099506,              0.0099506
                     11,                 1.6137,                 1.3113,                 1.0184,                 0.4351,                0.32192,                0.32135,                 0.1876,                 1.5357,                 1.2859,                 1.0206,              0.0099391,              0.0099391,              0.0099391
                     12,                 1.5895,                 1.2816,                 1.0173,                0.43301,                0.34176,                0.33108,                 0.1929,                 1.5227,                 1.2521,                 1.0212,              0.0099263,              0.0099263,              0.0099263
                     13,                 1.5726,                 1.2583,                 1.0176,                0.44985,                0.34107,                0.34466,                0.20097,                 1.5167,                 1.2299,                 1.0259,              0.0099123,              0.0099123,              0.0099123
                     14,                 1.5458,                 1.2332,                 1.0137,                0.44768,                0.34728,                 0.3489,                0.20361,                  1.493,                 1.2165,                 1.0213,              0.0098972,              0.0098972,              0.0098972
                     15,                 1.5408,                 1.2192,                 1.0168,                 0.4725,                0.34036,                0.34671,                0.20189,                 1.5067,                 1.2203,                 1.0287,              0.0098808,              0.0098808,              0.0098808
                     16,                 1.5351,                 1.2096,                  1.016,                0.47483,                0.34938,                0.36169,                0.21025,                 1.4735,                 1.1828,                 1.0249,              0.0098632,              0.0098632,              0.0098632
                     17,                 1.5154,                  1.189,                 1.0152,                0.44559,                0.36112,                0.35589,                0.20722,                 1.4727,                 1.1844,                 1.0197,              0.0098445,              0.0098445,              0.0098445
                     18,                 1.5179,                 1.1808,                 1.0134,                0.44322,                0.38014,                0.37014,                0.21684,                 1.4485,                 1.1661,                 1.0176,              0.0098246,              0.0098246,              0.0098246
                     19,                 1.5037,                  1.169,                 1.0125,                0.46261,                0.36727,                0.36731,                0.21464,                  1.456,                 1.1674,                 1.0192,              0.0098035,              0.0098035,              0.0098035
                     20,                  1.497,                  1.161,                 1.0148,                 0.4684,                0.36047,                0.36278,                0.21358,                 1.4522,                 1.1698,                   1.02,              0.0097812,              0.0097812,              0.0097812
                     21,                 1.4877,                 1.1549,                 1.0108,                0.47306,                0.36506,                0.37078,                0.21727,                 1.4551,                 1.1559,                 1.0152,              0.0097577,              0.0097577,              0.0097577
                     22,                 1.4821,                 1.1443,                 1.0109,                0.47679,                0.36361,                0.36815,                0.21669,                 1.4544,                 1.1622,                  1.025,              0.0097331,              0.0097331,              0.0097331
                     23,                 1.4755,                   1.13,                 1.0085,                 0.4845,                0.38039,                0.38339,                 0.2262,                 1.4329,                 1.1433,                 1.0155,              0.0097074,              0.0097074,              0.0097074
                     24,                 1.4722,                 1.1245,                 1.0079,                 0.4811,                0.37269,                0.38101,                0.22449,                  1.431,                 1.1303,                 1.0122,              0.0096804,              0.0096804,              0.0096804
                     25,                 1.4578,                 1.1159,                 1.0078,                0.49604,                0.38113,                0.38615,                 0.2262,                 1.4268,                 1.1292,                 1.0128,              0.0096524,              0.0096524,              0.0096524
                     26,                 1.4624,                 1.1172,                 1.0084,                0.48472,                0.38365,                 0.3859,                0.22971,                 1.4139,                 1.1231,                 1.0106,              0.0096232,              0.0096232,              0.0096232
                     27,                 1.4503,                 1.1036,                 1.0055,                0.50171,                 0.3809,                0.39408,                0.23243,                 1.4247,                 1.1214,                 1.0178,              0.0095929,              0.0095929,              0.0095929
                     28,                 1.4501,                 1.0989,                  1.006,                0.49919,                0.38128,                 0.3949,                0.23414,                 1.4178,                 1.1083,                 1.0145,              0.0095614,              0.0095614,              0.0095614
                     29,                 1.4476,                 1.0896,                 1.0062,                0.49755,                 0.3865,                0.39426,                 0.2335,                 1.4184,                 1.1122,                 1.0147,              0.0095289,              0.0095289,              0.0095289
                     30,                 1.4456,                 1.0839,                 1.0058,                0.49093,                0.38994,                0.39739,                0.23302,                 1.4231,                  1.105,                 1.0187,              0.0094952,              0.0094952,              0.0094952
