experiment,seed,purpose,Precision,Recall,mAP50,mAP75,mAP50_95,AP_all,AR_all,AP_small,AR_small,AP_medium,AR_medium,AP_large,AR_large,max_det,prediction_count,parameters,imgsz,state,GFLOPs,training_seconds,training_peak_allocated_GiB,validation_inference_ms_per_image
e15a_yolo11s_p2_dssg_p1sdi_img1024_seed1,1,e15a_yolo11s_p2_dssg_p1sdi_img1024_seed1,0.6093687784716353,0.5266808075732852,0.547530184871839,0.3583919691593157,0.3422158685835074,0.31441327578024225,0.4518956254488932,0.229134011136647,0.3692639600899213,0.42376588680749655,0.5634713023956782,0.5605619135320756,0.6814096182240806,500,239917,9814987,1024,"post-validation, fused",95.546638336,58889.26850862801,23.706671714782715,7.749054118664596
