model,current_prediction_count,D22_prediction_count,prediction_count_match,current_AP_all,current_AP_small,current_AP_medium,current_AP_large,current_AR_small,D22_AP_all,D22_AP_small,D22_AP_medium,D22_AP_large,D22_AR_small,delta_AP_all,delta_AP_small,delta_AP_medium,delta_AP_large,delta_AR_small,metric_parity_passed
E10a,243002,243002,True,0.31499942108659135,0.22891708626301424,0.4248485316225591,0.5663497620746415,0.363907475808454,0.31499942108659135,0.22891708626301424,0.4248485316225591,0.5663497620746415,0.363907475808454,0.0,0.0,0.0,0.0,0.0,True
E16a,242312,242312,True,0.3137579007022081,0.22575069388305966,0.4255794546689282,0.5770781709544781,0.3625863346076178,0.3137579007022081,0.22575069388305966,0.4255794546689282,0.5770781709544781,0.3625863346076178,0.0,0.0,0.0,0.0,0.0,True
E21a,242315,242315,True,0.31656709679317774,0.23163662009054103,0.4283865533279346,0.4885745507937861,0.368273284890493,0.31656709679317774,0.23163662009054103,0.4283865533279346,0.4885745507937861,0.368273284890493,0.0,0.0,0.0,0.0,0.0,True
