model,class,iou,n,matched500,match500_rate,sameclass_oracle1000_rate,anyclass_oracle1000_rate,unmatched,rank_budget,class_confusion,competition,coverage_localization,best_valid_sameclass_rank_mean,best_valid_sameclass_rank_p50,best_valid_sameclass_rank_p90,best_valid_sameclass_score_mean,matched500_score_mean,rank_budget_501_1000_share_of_unmatched,class_confusion_share_of_unmatched,competition_within_top500_share_of_unmatched,coverage_localization_share_of_unmatched
E10a,truck,0.75,289,78,0.2698961937716263,0.29411764705882354,0.532871972318339,211,7,69,0,135,129.10588235294117,60.0,421.80000000000086,0.3521764255991644,0.38306616683705497,0.03317535545023697,0.32701421800947866,0.0,0.6398104265402843
E10a,van,0.75,937,288,0.3073639274279616,0.31590181430096054,0.6766275346851655,649,8,338,0,303,73.6891891891892,41.5,126.5,0.5277891265294464,0.54219580502508,0.012326656394453005,0.5208012326656395,0.0,0.46687211093990755
E16a,awning-tricycle,0.5,305,128,0.419672131147541,0.43934426229508194,0.9540983606557377,177,6,157,0,14,148.7089552238806,82.0,390.90000000000003,0.3002116086357621,0.31396541821868595,0.03389830508474576,0.8870056497175142,0.0,0.07909604519774012
E16a,bicycle,0.5,1053,642,0.6096866096866097,0.6894586894586895,0.8755935422602089,411,77,196,7,131,207.03305785123968,118.0,512.5,0.2514698458094658,0.2778186458886479,0.1873479318734793,0.4768856447688564,0.0170316301703163,0.31873479318734793
E16a,bus,0.5,116,56,0.4827586206896552,0.5344827586206896,0.896551724137931,60,6,42,0,12,157.59677419354838,55.0,460.59999999999985,0.4288022255209545,0.47382735046890695,0.1,0.7,0.0,0.2
E16a,car,0.5,6910,6388,0.9244573082489146,0.9400868306801736,0.9525325615050652,522,101,86,7,328,68.65224753694581,37.0,147.0,0.5511901084446346,0.5586932657565207,0.19348659003831417,0.16475095785440613,0.013409961685823755,0.6283524904214559
E16a,motor,0.5,3978,3379,0.8494218200100553,0.86701860231272,0.9519859225741578,599,62,338,8,191,91.92925485648014,57.0,192.40000000000055,0.3979244719696007,0.4028337218677562,0.10350584307178631,0.5642737896494157,0.01335559265442404,0.31886477462437396
E16a,pedestrian,0.5,7746,6146,0.793441776400723,0.8338497288923316,0.9038213271365866,1600,263,542,50,745,118.39975228363524,63.0,286.0,0.4104398125161331,0.423572592480852,0.164375,0.33875,0.03125,0.465625
E16a,people,0.5,4631,3413,0.7369898510041027,0.777369898510041,0.8803714100626214,1218,151,477,36,554,118.84055555555555,61.0,288.0,0.36963364595586123,0.37671030976609954,0.12397372742200329,0.3916256157635468,0.029556650246305417,0.4548440065681445
E16a,tricycle,0.5,621,358,0.5764895330112721,0.6296296296296297,0.9307568438003221,263,33,187,0,43,163.71611253196932,86.0,458.0,0.3014173806586024,0.32796023809936353,0.12547528517110265,0.7110266159695817,0.0,0.1634980988593156
